,Date,Source,Merchant,Site,Discount
405,2021-09-24,Rakuten,Brooks Running,brooksrunning.com,0.01
406,2021-09-24,Rakuten,Brookstone,brookstone.com,0.03
407,2021-09-24,Rakuten,Browns Fashion,brownsfashion.com,0.02
408,2021-09-24,Rakuten,Bruno MD,brunomd.com,0.045
409,2021-09-24,Rakuten,Bruush Oral Care,bruush.com,0.03
410,2021-09-24,Rakuten,Brydge,brydgekeyboards.com,0.04
411,2021-09-24,Rakuten,BrylaneHome,brylanehome.com,
412,2021-09-24,Rakuten,Buckle,buckle.com,0.025
413,2021-09-24,Rakuten,Budget Rent-A-Car,budget.com,0.01
414,2021-09-24,Rakuten,Buffalo David Bitton,buffalojeans.com,0.03
415,2021-09-24,Rakuten,Buffalo Wild Wings,buffalowildwings.com,0.025
416,2021-09-24,Rakuten,Buffy,buffy-co.com,0.015
417,2021-09-24,Rakuten,Bugatchi,bugatchi.com,0.04
418,2021-09-24,Rakuten,BuildASign,buildasign.com,0.015
419,2021-09-24,Rakuten,Built Bar,builtbar.com,0.07
420,2021-09-24,Rakuten,Bulk Office Supply,bulkofficesupply.com,0.025
421,2021-09-24,Rakuten,Bulldog Skincare,bulldogskincare.com,0.05
422,2021-09-24,Rakuten,Bulletproof,bulletproof.com,0.03
423,2021-09-24,Rakuten,Bullion Shark,bullionsharks.com,0.025
424,2021-09-24,Rakuten,Bulova,bulova.com,0.01
425,2021-09-24,Rakuten,Bumble and bumble,bumbleandbumble.com,0.04
426,2021-09-24,Rakuten,Burberry,burberry.com,
427,2021-09-24,Rakuten,Burkes Outlet,burkesoutlet.com,0.015
428,2021-09-24,Rakuten,Burpee Gardening,burpeegardening.com,
429,2021-09-24,Rakuten,Burrow,burrow.com,
430,2021-09-24,Rakuten,BURST,burstoralcare.com,0.03
431,2021-09-24,Rakuten,Burton Snowboards,burton.com,0.01
432,2021-09-24,Rakuten,Busch Gardens,buschgardens.com,0.025
433,2021-09-24,Rakuten,ButcherBox,butcherbox.com,4.0
434,2021-09-24,Rakuten,Butter London,butterlondon.com,0.05
435,2021-09-24,Rakuten,BUXOM,buxomcosmetics.com,0.04
436,2021-09-24,Rakuten,buybuy BABY,buybuybaby.com,0.01
437,2021-09-24,Rakuten,Buydig,buydig.com,0.01
438,2021-09-24,Rakuten,Byte,byte.com,10.0
439,2021-09-24,Rakuten,C4,c4energy.com,0.025
440,2021-09-24,Rakuten,CabanyCo,cabanyco.com,0.075
441,2021-09-24,Rakuten,Cabela's,cabelas.com,0.03
442,2021-09-24,Rakuten,Caesars Rewards,caesarspalacelasvegas.com,0.025
443,2021-09-24,Rakuten,Cafe Britt,cafebritt.com,0.06
444,2021-09-24,Rakuten,Cafe Joe,cafejoeusa.com,0.035
445,2021-09-24,Rakuten,Cairn,getcairn.com,5.0
446,2021-09-24,Rakuten,Calendars.com,calendars.com,0.075
447,2021-09-24,Rakuten,California Olive Ranch,californiaoliveranch.com,0.035
448,2021-09-24,Rakuten,Caliper CBD,trycaliper.com,0.05
449,2021-09-24,Rakuten,Callaway Apparel,callawayapparel.com,0.025
450,2021-09-24,Rakuten,Callaway Golf,callawaygolf.com,0.045
451,2021-09-24,Rakuten,Callaway Golf Preowned,callawaygolfpreowned.com,0.03
452,2021-09-24,Rakuten,Calphalon,calphalon.com,0.015
453,2021-09-24,Rakuten,Calvin Klein,calvinklein.com,0.04
454,2021-09-24,Rakuten,CALZEDONIA,calzedonia.com,0.035
455,2021-09-24,Rakuten,Cambria Hotels by Choice Hotels,cambriasuites.com,0.01
456,2021-09-24,Rakuten,CamelBak,camelbak.com,0.05
457,2021-09-24,Rakuten,CAMI NYC,caminyc.com,0.025
458,2021-09-24,Rakuten,Camp Chef,campchef.com,0.025
459,2021-09-24,Rakuten,Camper,camper.com,0.04
460,2021-09-24,Rakuten,Camping World,campingworld.com,0.02
461,2021-09-24,Rakuten,Canary,canary-is.com,20.0
462,2021-09-24,Rakuten,Candid,candidco.com,10.0
463,2021-09-24,Rakuten,Candlewood Suites by IHG,candlewoodsuites.com,0.03
464,2021-09-24,Rakuten,Candy Club,candyclub.com,4.0
465,2021-09-24,Rakuten,Canon,canon.com,0.025
466,2021-09-24,Rakuten,Canva,canva.com,0.4
467,2021-09-24,Rakuten,Canvas Press,canvaspress.com,0.035
468,2021-09-24,Rakuten,CanvasChamp.com,canvaschamp.com,0.02
469,2021-09-24,Rakuten,CanvasDiscount.com,canvasdiscount.com,0.08
470,2021-09-24,Rakuten,CanvasHQ,canvashq.com,0.05
471,2021-09-24,Rakuten,CanvasPeople,canvaspeople.com,0.055
472,2021-09-24,Rakuten,CanvasPop,canvaspop.com,0.06
473,2021-09-24,Rakuten,Capalbo's Gift Baskets,capalbosgiftbaskets.com,0.06
474,2021-09-24,Rakuten,Carbon38,carbon38.com,0.04
475,2021-09-24,Rakuten,Carbonite,carbonite.com,0.075
476,2021-09-24,Rakuten,CarCovers.com,carcovers.com,0.025
477,2021-09-24,Rakuten,CardCash,cardcash.com,0.01
478,2021-09-24,Rakuten,Care.com,care.com,7.5
479,2021-09-24,Rakuten,Carhartt,carhartt.com,0.01
480,2021-09-24,Rakuten,Cariloha,cariloha.com,0.03
481,2021-09-24,Rakuten,Cariuma,cariuma.com,0.1
482,2021-09-24,Rakuten,Carl's Golfland,carlsgolfland.com,0.04
483,2021-09-24,Rakuten,Carmen Sol,carmensol.com,0.04
484,2021-09-24,Rakuten,Carol Wright Gifts,carolwrightgifts.com,0.03
485,2021-09-24,Rakuten,Carol's Daughter,carolsdaughter.com,0.04
486,2021-09-24,Rakuten,Carolina,carolina.com,0.02
487,2021-09-24,Rakuten,Carson Dellosa Education,carsondellosa.com,0.03
488,2021-09-24,Rakuten,Carter + Main,carterandmain.com,0.06
489,2021-09-24,Rakuten,Carter's,carters.com,0.01
490,2021-09-24,Rakuten,Cartwright,cartwrightbag.com,0.08
491,2021-09-24,Rakuten,Casa.com,casa.com,
492,2021-09-24,Rakuten,Case-Mate,case-mate.com,0.07
493,2021-09-24,Rakuten,caseable,caseable.com,0.05
494,2021-09-24,Rakuten,Casetify,casetify.com,0.06
495,2021-09-24,Rakuten,Casper,casper.com,0.01
496,2021-09-24,Rakuten,Castlery,castlery.com,0.025
497,2021-09-24,Rakuten,CAT Footwear,catfootwear.com,0.035
498,2021-09-24,Rakuten,Cate & Chloe,cateandchloe.com,0.05
499,2021-09-24,Rakuten,Cath Kidston,cathkidston.com,0.075
500,2021-09-24,Rakuten,Catherines,catherines.com,0.02
501,2021-09-24,Rakuten,Caudalie,caudalie.com,0.01
502,2021-09-24,Rakuten,CB2,cb2.com,
503,2021-09-24,Rakuten,CBD Living,cbdliving.com,0.1
504,2021-09-24,Rakuten,cbdMD,cbdmd.com,0.1
505,2021-09-24,Rakuten,celltrient,celltrient.com,0.1
506,2021-09-24,Rakuten,CenturyLink,centurylink.com,22.5
507,2021-09-24,Rakuten,Certified Piedmontese,piedmontese.com,0.075
508,2021-09-24,Rakuten,Cettire,cettire.com,0.05
509,2021-09-24,Rakuten,Chaco,chaco.com,0.04
510,2021-09-24,Rakuten,Chadwick's,chadwicks.com,0.025
511,2021-09-24,Rakuten,Challans de Paris,challansdeparis.com,0.065
512,2021-09-24,Rakuten,Chamberlain,chamberlain.com,0.01
513,2021-09-24,Rakuten,Champion USA,championusa.com,0.02
514,2021-09-24,Rakuten,Champs Sports,champssports.com,0.03
515,2021-09-24,Rakuten,Chantecaille,chantecaille.com,0.04
516,2021-09-24,Rakuten,Chantelle,chantelle.com,0.04
517,2021-09-24,Rakuten,chapters.indigo.ca,chaptersindigoca.com,0.05
518,2021-09-24,Rakuten,Charles & Keith,charleskeith.com,0.06
519,2021-09-24,Rakuten,Charles Tyrwhitt,charlestyrwhitt.com,0.04
520,2021-09-24,Rakuten,Charlotte Russe,charlotterusse.com,0.01
521,2021-09-24,Rakuten,Charlotte Tilbury,charlottetilbury.com,0.02
522,2021-09-24,Rakuten,Charlotte's Web,charlottesweb.com,0.02
523,2021-09-24,Rakuten,Cheap Cheap Moving Boxes,cheapcheapmovingboxes.com,0.04
524,2021-09-24,Rakuten,Cheap Stair Parts,cheapstairparts.com,0.05
525,2021-09-24,Rakuten,CheapAir.com,cheapair.com,4.0
526,2021-09-24,Rakuten,CheapCaribbean,cheapcaribbean.com,0.01
527,2021-09-24,Rakuten,CheapOair,cheapoair.com,15.0
528,2021-09-24,Rakuten,CheapTickets,cheaptickets.com,0.03
529,2021-09-24,Rakuten,Checks in the Mail,checksinthemail.com,0.08
530,2021-09-24,Rakuten,Checks SuperStore,checks-superstore.com,0.075
531,2021-09-24,Rakuten,Checks Unlimited,checksunlimited.com,0.06
532,2021-09-24,Rakuten,Chegg,chegg.com,
533,2021-09-24,Rakuten,Chemical Guys,chemicalguys.com,0.04
534,2021-09-24,Rakuten,Cheryl's,cheryls.com,0.02
535,2021-09-24,Rakuten,Chewy,chewy.com,0.01
536,2021-09-24,Rakuten,Chicago Steak Company,mychicagosteak.com,0.055
537,2021-09-24,Rakuten,Chicco,chiccoshop.com,0.02
538,2021-09-24,Rakuten,Chico's,chicos.com,0.02
539,2021-09-24,Rakuten,Chico’s Off the Rack,chicosofftherack.com,0.02
540,2021-09-24,Rakuten,The Children's Place,thechildrensplace.com,0.03
541,2021-09-24,Rakuten,Chilisleep,chilisleep.com,0.04
542,2021-09-24,Rakuten,Chime,chime.com,50.0
543,2021-09-24,Rakuten,Chinese Laundry,chineselaundry.com,0.05
544,2021-09-24,Rakuten,Choice Hotels,choicehotels.com,0.01
545,2021-09-24,Rakuten,Christophe Robin,christopherobin.com,0.035
546,2021-09-24,Rakuten,Christy Sports,christysports.com,0.025
547,2021-09-24,Rakuten,Chrome Industries,chromeindustries.com,0.04
548,2021-09-24,Rakuten,Chronicle Books,chroniclebooks.com,0.05
549,2021-09-24,Rakuten,Church's Footwear,church-footwear.com,0.075
550,2021-09-24,Rakuten,Circle,meetcircle.com,22.5
551,2021-09-24,Rakuten,Circus by Sam Edelman,circusbysamedelman.com,0.05
552,2021-09-24,Rakuten,Citizen,citizenwatch.com,0.01
553,2021-09-24,Rakuten,City Chic,citychiconline.com,0.025
554,2021-09-24,Rakuten,CitySights NY,citysightsny.com,0.075
555,2021-09-24,Rakuten,CitySightseeing New York,citysightseeingnewyork.com,0.075
556,2021-09-24,Rakuten,Claire's,claires.com,0.04
557,2021-09-24,Rakuten,Clarins,clarins.com,0.02
558,2021-09-24,Rakuten,Clarion Hotel by Choice Hotels,clarionhotel.com,0.01
559,2021-09-24,Rakuten,Clarks,clarks.com,0.04
560,2021-09-24,Rakuten,Clarks Outlet,clarksusa.com,
561,2021-09-24,Rakuten,Clark’s Botanicals,clarksbotanicals.com,0.045
562,2021-09-24,Rakuten,Claxy,claxy.com,0.02
563,2021-09-24,Rakuten,Cleancult,cleancult.com,0.025
564,2021-09-24,Rakuten,CLEAR,clearme.com,3.5
565,2021-09-24,Rakuten,Clear Rear,getaclearrear.com,0.03
566,2021-09-24,Rakuten,Clickhere2shop,clickhere2shop.com,0.055
567,2021-09-24,Rakuten,Clinique,clinique.com,0.12
568,2021-09-24,Rakuten,Cliradex,cliradex.com,0.05
569,2021-09-24,Rakuten,Clothing Shop Online,clothingshoponline.com,0.015
570,2021-09-24,Rakuten,Club Monaco,clubmonaco.com,0.025
571,2021-09-24,Rakuten,Clé de Peau Beauté,cledepeaubeaute.com,0.02
572,2021-09-24,Rakuten,Coach,coach.com,0.04
573,2021-09-24,Rakuten,Coach Outlet,coachoutlet.com,0.01
574,2021-09-24,Rakuten,Coastal.com,coastal.com,0.05
575,2021-09-24,Rakuten,CocoaVia,cocoavia.com,0.06
576,2021-09-24,Rakuten,Cocoon by Sealy,cocoonbysealy.com,0.03
577,2021-09-24,Rakuten,Codecademy,codecademy.com,0.025
578,2021-09-24,Rakuten,codeSpark Academy,codespark.com,5.0
579,2021-09-24,Rakuten,Coffee Bean & Tea Leaf,coffeebeantealeaf.com,0.05
580,2021-09-24,Rakuten,Coggles,coggles.com,0.04
581,2021-09-24,Rakuten,Coldwater Creek,coldwatercreek.com,0.02
582,2021-09-24,Rakuten,Cole Haan,colehaan.com,0.02
583,2021-09-24,Rakuten,Colgate,colgate.com,0.025
584,2021-09-24,Rakuten,Collections Etc.,collectionsetc.com,0.025
585,2021-09-24,Rakuten,Colleen Rothschild Beauty,colleenrothschild.com,0.02
586,2021-09-24,Rakuten,Colorful Images,colorfulimages.com,0.02
587,2021-09-24,Rakuten,ColourPop,colourpop.com,0.07
588,2021-09-24,Rakuten,Coltorti,coltorti.com,0.05
589,2021-09-24,Rakuten,Columbia Sportswear,columbiasportswear.com,0.02
590,2021-09-24,Rakuten,ComboInk,comboink.com,0.025
591,2021-09-24,Rakuten,Comfort Inn by Choice Hotels,comfortinn.com,0.01
592,2021-09-24,Rakuten,Comfort Suites by Choice Hotels,comfortsuites.com,0.01
593,2021-09-24,Rakuten,comiXology,comixology.com,0.04
594,2021-09-24,Rakuten,Community Coffee,communitycoffee.com,0.03
595,2021-09-24,Rakuten,CompAndSave,compandsave.com,0.025
596,2021-09-24,Rakuten,The Company Store,the-company-store.com,0.02
597,2021-09-24,Rakuten,Competitive Cyclist,competitivecyclist.com,0.04
598,2021-09-24,Rakuten,Compex,compex.com,0.03
599,2021-09-24,Rakuten,Complete Nutrition,completenutrition.com,0.035
600,2021-09-24,Rakuten,Completely Bare,completelybare.com,0.035
601,2021-09-24,Rakuten,Constant Contact,constantcontact.com,15.0
602,2021-09-24,Rakuten,ConsumerCrafts,consumercrafts.com,
603,2021-09-24,Rakuten,ContactsDirect,contactsdirect.com,0.04
604,2021-09-24,Rakuten,The Container Store,thecontainerstore.com,0.015
605,2021-09-24,Rakuten,Converse,converse.com,0.03
606,2021-09-24,Rakuten,Cookies By Design,cookiesbydesign.com,0.02
607,2021-09-24,Rakuten,Cora,cora-life.com,2.5
608,2021-09-24,Rakuten,Coravin,coravin.com,0.025
609,2021-09-24,Rakuten,Corel,corel.com,0.05
610,2021-09-24,Rakuten,Corelle,corelle.com,0.025
611,2021-09-24,Rakuten,Corkcicle,corkcicle.com,0.05
612,2021-09-24,Rakuten,Corsair,corsair.com,0.01
613,2021-09-24,Rakuten,COS,cosstores.com,0.03
614,2021-09-24,Rakuten,Cos Bar,cosbar.com,0.05
615,2021-09-24,Rakuten,Cosabella,cosabella.com,0.01
616,2021-09-24,Rakuten,COSMEDIX,cosmedix.com,0.05
617,2021-09-24,Rakuten,Cost Plus World Market,costplusworldmarket.com,
618,2021-09-24,Rakuten,Costa Del Mar,costadelmar.com,0.03
619,2021-09-24,Rakuten,Costco,costco.com,10.0
620,2021-09-24,Rakuten,Costway,costway.com,0.03
621,2021-09-24,Rakuten,Cotopaxi,cotopaxi.com,0.01
622,2021-09-24,Rakuten,Cotton On,cottonon.com,0.035
623,2021-09-24,Rakuten,Couches.com,couches.com,0.03
624,2021-09-24,Rakuten,Country Inn & Suites by Radisson,countryinnssuites.com,0.035
625,2021-09-24,Rakuten,Country Life Vitamins,countrylifevitamins.com,0.04
626,2021-09-24,Rakuten,Courant,staycourant.com,0.04
627,2021-09-24,Rakuten,Coursera,coursera.com,0.05
628,2021-09-24,Rakuten,Courtyard,courtyard.com,0.045
629,2021-09-24,Rakuten,Cover FX,coverfx.com,0.03
630,2021-09-24,Rakuten,Covers And All,coversandall.com,0.06
631,2021-09-24,Rakuten,Cox Communications,cox.com,70.0
632,2021-09-24,Rakuten,Cozy Earth,cozyearth.com,0.015
633,2021-09-24,Rakuten,Crabtree & Evelyn,crabtree-evelyn.com,0.04
634,2021-09-24,Rakuten,Craft Beer Club,craftbeerclub.com,0.025
635,2021-09-24,Rakuten,Crate and Barrel,crateandbarrel.com,
636,2021-09-24,Rakuten,Crayola,crayola.com,0.045
637,2021-09-24,Rakuten,Crazy Shirts,crazyshirts.com,0.02
638,2021-09-24,Rakuten,Creative Irish Gifts,creativeirishgifts.com,0.02
639,2021-09-24,Rakuten,CreativeGallery.com,creativegallery.com,0.02
640,2021-09-24,Rakuten,CreativeLive,creativelive.com,0.05
641,2021-09-24,Rakuten,Credit Karma Tax,creditkarma.com,
642,2021-09-24,Rakuten,Credo,credobeauty.com,0.025
643,2021-09-24,Rakuten,Crest White Smile,crestwhitesmile.com,0.04
644,2021-09-24,Rakuten,Cricket Wireless,cricketwireless.com,5.0
645,2021-09-24,Rakuten,Cricut,cricut.com,0.02
646,2021-09-24,Rakuten,Criquet Shirts,criquetshirts.com,0.015
647,2021-09-24,Rakuten,Crocs,crocs.com,0.03
648,2021-09-24,Rakuten,Crossrope,crossrope.com,0.025
649,2021-09-24,Rakuten,Crowd Cow,crowdcow.com,0.025
650,2021-09-24,Rakuten,Crowne Plaza by IHG,crowneplaza.com,0.03
651,2021-09-24,Rakuten,CruiseDirect,cruisedirect.com,0.02
652,2021-09-24,Rakuten,Crutchfield,crutchfield.com,0.025
653,2021-09-24,Rakuten,CrystalPlus.com,crystalplus.com,0.04
654,2021-09-24,Rakuten,Cub Cadet,cubcadet.com,0.025
655,2021-09-24,Rakuten,Cubavera,cubavera.com,0.025
656,2021-09-24,Rakuten,Cuddledown,cuddledown.com,0.025
657,2021-09-24,Rakuten,Cudoo,cudoo.com,0.1
658,2021-09-24,Rakuten,CuffLinks.com,cufflinks.com,0.03
659,2021-09-24,Rakuten,Cupshe,cupshe.com,0.015
660,2021-09-24,Rakuten,Curateur,curateur.com,15.0
661,2021-09-24,Rakuten,Current Catalog,currentcatalog.com,0.02
662,2021-09-24,Rakuten,Current/Elliott,currentelliott.com,0.05
663,2021-09-24,Rakuten,CurrentBody,currentbody.com,0.01
664,2021-09-24,Rakuten,Cut Maps,cutmaps.com,0.05
665,2021-09-24,Rakuten,Cutter & Buck,cutterbuck.com,0.06
666,2021-09-24,Rakuten,Cutters Sports,cutterssports.com,0.03
667,2021-09-24,Rakuten,CVS Optical,cvs-optical.com,0.04
668,2021-09-24,Rakuten,CVS.com,cvs.com,0.05
669,2021-09-24,Rakuten,CVSPhoto.com,cvsphoto.com,0.05
670,2021-09-24,Rakuten,CyberGhost VPN,cyberghostvpn.com,0.2
671,2021-09-24,Rakuten,Cycle Gear,cyclegear.com,0.02
672,2021-09-24,Rakuten,Cylance,cylance.com,0.25
673,2021-09-24,Rakuten,D'Artagnan,dartagnan.com,0.015
674,2021-09-24,Rakuten,Daily Harvest,daily-harvest.com,12.5
675,2021-09-24,Rakuten,Daily Steals,dailysteals.com,0.02
676,2021-09-24,Rakuten,DailyBurn,dailyburn.com,
677,2021-09-24,Rakuten,Dailygreatness,dailygreatness.com,0.05
678,2021-09-24,Rakuten,Dana Rebecca Designs,danarebeccadesigns.com,0.03
679,2021-09-24,Rakuten,Dancewear Solution,dancewearsolutions.com,0.05
680,2021-09-24,Rakuten,Dango Products,dangoproducts.com,0.05
681,2021-09-24,Rakuten,Danskin,danskin.com,
682,2021-09-24,Rakuten,Dansko,dansko.com,0.03
683,2021-09-24,Rakuten,Darden Restaurants,dardenrestaurants.com,0.01
684,2021-09-24,Rakuten,Darphin Paris,darphin.com,0.03
685,2021-09-24,Rakuten,Das Keyboards,hop-daskeyboard.com,0.05
686,2021-09-24,Rakuten,David's Bridal,davidsbridal.com,
687,2021-09-24,Rakuten,David's Cookies,davidscookies.com,0.035
688,2021-09-24,Rakuten,DavidsTea,davidstea.com,0.01
689,2021-09-24,Rakuten,Day Timer,daytimer.com,
690,2021-09-24,Rakuten,Days Inn by Wyndham,daysinn.com,
691,2021-09-24,Rakuten,DaySpring,dayspring.com,0.04
692,2021-09-24,Rakuten,DC Shoes,dc.com,0.015
693,2021-09-24,Rakuten,Deal Extreme,dealextreme.com,0.0325
694,2021-09-24,Rakuten,Deal Genius,dealgenius.com,0.03
695,2021-09-24,Rakuten,Decadent Minimalist,decadentminimalist.com,0.05
696,2021-09-24,Rakuten,Decluttr,decluttr.com,0.035
697,2021-09-24,Rakuten,Decor Planet,decorplanet.com,0.02
698,2021-09-24,Rakuten,DecoratorsBest,decoratorsbest.com,0.03
699,2021-09-24,Rakuten,Deep Discount,deepdiscount.com,0.03
700,2021-09-24,Rakuten,DefenAge Skincare,defenage.com,0.05
701,2021-09-24,Rakuten,Dell Consumer,dellconsumer.com,0.02
702,2021-09-24,Rakuten,Dell Outlet,delloutlet.com,0.08
703,2021-09-24,Rakuten,Dell Refurbished Computers,dellrefurbishedcomputers.com,0.025
704,2021-09-24,Rakuten,Dell Technologies For Work,delltechnologies.com,0.02
705,2021-09-24,Rakuten,Deluxe,deluxe.com,0.03
706,2021-09-24,Rakuten,DeMarini,demarini.com,0.02
707,2021-09-24,Rakuten,Denby Pottery,denbyusa.com,0.015
708,2021-09-24,Rakuten,DentalPlans.com,dentalplans.com,25.0
709,2021-09-24,Rakuten,Derek Rose,derek-rose.com,0.02
710,2021-09-24,Rakuten,DERMA E,dermae.com,0.05
711,2021-09-24,Rakuten,Dermablend,dermablend.com,0.08
712,2021-09-24,Rakuten,DERMAdoctor,dermadoctor.com,0.075
713,2021-09-24,Rakuten,Dermaflash,dermaflash.com,0.04
714,2021-09-24,Rakuten,Dermalogica,dermalogica.com,0.025
715,2021-09-24,Rakuten,Dermstore,dermstore.com,0.04
716,2021-09-24,Rakuten,Descente Athletic,descente.com,0.03
717,2021-09-24,Rakuten,Desert Essence,desertessence.com,0.05
718,2021-09-24,Rakuten,Design by Humans,designbyhumans.com,0.035
719,2021-09-24,Rakuten,The Design Network,thedesignnetwork.com,0.015
720,2021-09-24,Rakuten,Design Within Reach,designwithinreach.com,0.01
721,2021-09-24,Rakuten,DesignCrowd,designcrowd.com,
722,2021-09-24,Rakuten,Desigual,desigual.com,0.04
723,2021-09-24,Rakuten,Dessy Group,dessy.com,0.025
724,2021-09-24,Rakuten,Deux par Deux,deuxpardeux.com,0.02
725,2021-09-24,Rakuten,Di Bruno Bros,dibruno.com,0.03
726,2021-09-24,Rakuten,Dia & Co,dia.com,0.03
727,2021-09-24,Rakuten,Diane von Furstenberg DVF,dianevonfurstenberg.com,0.03
728,2021-09-24,Rakuten,Diapers.com,diapers.com,
729,2021-09-24,Rakuten,Dick's Sporting Goods,dickssportinggoods.com,0.01
730,2021-09-24,Rakuten,Diet Direct,dietdirect.com,0.05
731,2021-09-24,Rakuten,DIFF Eyewear,diffeyewear.com,0.025
732,2021-09-24,Rakuten,DigitalBuyer.com,digitalbuyer.com,0.025
733,2021-09-24,Rakuten,Diono,diono.com,0.02
734,2021-09-24,Rakuten,DIRECTV STREAM,directvstream.com,112.5
735,2021-09-24,Rakuten,Discount Filter Store,discountfilterstore.com,0.025
736,2021-09-24,Rakuten,Discount Ramps,discountramps.com,0.04
737,2021-09-24,Rakuten,Discount School Supply,discountschoolsupply.com,0.01
738,2021-09-24,Rakuten,Discount Surgical,discountsurgical.com,0.04
739,2021-09-24,Rakuten,Discount Tire Direct,discounttireamericastire.com,0.03
740,2021-09-24,Rakuten,DiscountContactLenses.com,discountcontactlenses.com,0.05
741,2021-09-24,Rakuten,DiscountFilters.com,discountfilters.com,0.025
742,2021-09-24,Rakuten,DiscountGlasses.com,discountglasses.com,0.075
743,2021-09-24,Rakuten,Discovery Cove,discoverycove.com,0.025
744,2021-09-24,Rakuten,DISH Network,dishsatellitetv.com,75.0
745,2021-09-24,Rakuten,Disney+,disneyplus.com,20.0
746,2021-09-24,Rakuten,District 5 Boutique,district5boutique.com,0.08
747,2021-09-24,Rakuten,DKNY,dkny.com,0.075
748,2021-09-24,Rakuten,DL1961,dl1961.com,0.05
749,2021-09-24,Rakuten,Dockers,dockers.com,0.025
750,2021-09-24,Rakuten,Dogeared,dogeared.com,0.02
751,2021-09-24,Rakuten,Dolce & Gabbana,dolcegabbana.com,
752,2021-09-24,Rakuten,Dolce Vita,dolcevita.com,0.03
753,2021-09-24,Rakuten,Dollar General,dollargeneral.com,0.02
754,2021-09-24,Rakuten,Dollar Rent-A-Car,dollarrentacar.com,0.03
755,2021-09-24,Rakuten,Dollar Shave Club,dollarshaveclub.com,0.05
756,2021-09-24,Rakuten,Dollar Tree,dollartree.com,0.01
757,2021-09-24,Rakuten,DollarDays,dollardays.com,0.01
758,2021-09-24,Rakuten,Domain.com,domain.com,0.1
759,2021-09-24,Rakuten,Domestify,domestify.com,0.02
760,2021-09-24,Rakuten,Domino's,dominos.com,
761,2021-09-24,Rakuten,DonJoy Performance,donjoyperformance.com,0.03
762,2021-09-24,Rakuten,Dooney & Bourke,dooneybourke.com,0.04
763,2021-09-24,Rakuten,DoorDash,doordash.com,
764,2021-09-24,Rakuten,DoorDash Driver,doordash-driver.com,50.0
765,2021-09-24,Rakuten,Dormify,dormify.com,0.04
766,2021-09-24,Rakuten,Dot&Bo,dotandbo.com,0.025
767,2021-09-24,Rakuten,DR-HO'S,drhonow.com,0.045
768,2021-09-24,Rakuten,Dr. Axe,draxe.com,0.025
769,2021-09-24,Rakuten,Dr. Berg,drberg.com,0.06
770,2021-09-24,Rakuten,dr. brandt skincare,drbrandtskincare.com,0.08
771,2021-09-24,Rakuten,Dr. Brite,drbrite.com,0.025
772,2021-09-24,Rakuten,Dr. Comfort,drcomfort.com,0.03
773,2021-09-24,Rakuten,Dr. Fuhrman,drfuhrman.com,0.05
774,2021-09-24,Rakuten,Dr. Kellyann,drkellyannstore.com,0.075
775,2021-09-24,Rakuten,Dr. Leonard's Healthcare,drleonardshealthcare.com,0.04
776,2021-09-24,Rakuten,Dr. Martens,drmartens.com,0.02
777,2021-09-24,Rakuten,Dr. Scholl's Foot Care,drscholls.com,0.04
778,2021-09-24,Rakuten,Dr. Scholls Shoes,drschollsshoes.com,0.03
779,2021-09-24,Rakuten,Dr. Schulze,herbdoc.com,0.03
780,2021-09-24,Rakuten,Dr. Squatch,drsquatch.com,0.03
781,2021-09-24,Rakuten,Dr.Jart+,us.drjart.com,
782,2021-09-24,Rakuten,Draper James,draperjames.com,0.02
783,2021-09-24,Rakuten,Draper's & Damon's,drapersanddamons.com,0.025
784,2021-09-24,Rakuten,Dream Products Catalog,dreamproductscatalog.com,0.04
785,2021-09-24,Rakuten,Dreamcloud Mattress,dreamcloudsleep.com,0.06
786,2021-09-24,Rakuten,Dress Lily,dresslily.com,0.06
787,2021-09-24,Rakuten,dressbarn,dressbarn.com,0.02
788,2021-09-24,Rakuten,Driftaway Coffee,driftawaycoffee.com,0.035
789,2021-09-24,Rakuten,Drizly Alcohol,drizly.com,
790,2021-09-24,Rakuten,DroneNerds.com,dronenerds.com,0.035
791,2021-09-24,Rakuten,DS18,ds18.com,0.02
792,2021-09-24,Rakuten,DTLR-VILLA,dtlr.com,0.015
793,2021-09-24,Rakuten,Duer,shopduer.com,0.025
794,2021-09-24,Rakuten,Duluth Trading Co,duluthtrading.com,0.05
795,2021-09-24,Rakuten,Dun & Bradstreet,dnb.com,0.105
796,2021-09-24,Rakuten,Duradry,duradry.com,0.05
797,2021-09-24,Rakuten,DXL,dxl.com,0.01
798,2021-09-24,Rakuten,Dylan's Candy Bar,dylanscandybar.com,0.05
799,2021-09-24,Rakuten,Dyson,dyson.com,0.01
800,2021-09-24,Rakuten,e-File,efile.com,0.28
801,2021-09-24,Rakuten,E-Z UP,ezup.com,0.02
802,2021-09-24,Rakuten,e.l.f. Cosmetics,elfcosmetics.com,0.05
803,2021-09-24,Rakuten,Eagle Creek,eaglecreek.com,0.02
804,2021-09-24,Rakuten,Eagle Eyes Optics,eagleeyes.com,0.04
805,2021-09-24,Rakuten,Eaglemoss,shop.eaglemoss.com,0.035
806,2021-09-24,Rakuten,East Dane,eastdane.com,0.04
807,2021-09-24,Rakuten,Eastbay,eastbay.com,0.02
808,2021-09-24,Rakuten,Eastern Mountain Sports,easternmountainsports.com,
