,Date,Source,Merchant,Site,Discount
809,2021-09-24,Rakuten,Easy Canvas Prints,easycanvasprints.com,0.015
810,2021-09-24,Rakuten,Easy Spirit,easyspirit.com,0.02
811,2021-09-24,Rakuten,EasyClosets,easyclosets.com,0.01
812,2021-09-24,Rakuten,EasyGarage,easygaragestorage.com,0.01
813,2021-09-24,Rakuten,eBags,ebags.com,0.05
814,2021-09-24,Rakuten,eBay,ebay,0.04
815,2021-09-24,Rakuten,eberjey,eberjey.com,0.03
816,2021-09-24,Rakuten,eCampus.com,ecampus.com,0.035
817,2021-09-24,Rakuten,ECCO,ecco.com,0.02
818,2021-09-24,Rakuten,ecobee,ecobee.com,0.04
819,2021-09-24,Rakuten,Econo Lodge by Choice Hotels,econolodge.com,0.01
820,2021-09-24,Rakuten,The Economist,economist.com,3.0
821,2021-09-24,Rakuten,Ecosa,ecosa.com,0.03
822,2021-09-24,Rakuten,eCreamery,ecreamery.com,0.025
823,2021-09-24,Rakuten,Eczema Honey,eczemahoneyco.com,0.025
824,2021-09-24,Rakuten,EDCskincare,essentialdermcare.com,0.025
825,2021-09-24,Rakuten,Eddie Bauer,eddiebauer.com,0.01
826,2021-09-24,Rakuten,Eden Brothers,edenbrothers.com,0.025
827,2021-09-24,Rakuten,Edible Arrangements,ediblearrangements.com,0.01
828,2021-09-24,Rakuten,edX,edx.com,0.025
829,2021-09-24,Rakuten,Effy Jewelry,effyjewelry.com,0.02
830,2021-09-24,Rakuten,eFollett,efollett.com,0.02
831,2021-09-24,Rakuten,EGO Shoes,egoshoes.com,0.015
832,2021-09-24,Rakuten,eharmony,eharmony.com,0.15
833,2021-09-24,Rakuten,Eight Sleep,eight.com,0.03
834,2021-09-24,Rakuten,EILEEN FISHER,eileenfisher.com,0.02
835,2021-09-24,Rakuten,Ekrin Athletics,ekrinathletics.com,0.035
836,2021-09-24,Rakuten,Electric,electriccalifornia.com,0.08
837,2021-09-24,Rakuten,Electronic Express,electronicexpress.com,0.02
838,2021-09-24,Rakuten,ELEMIS,elemis.com,0.03
839,2021-09-24,Rakuten,Eleonora Bonucci,eleonorabonucci.com,0.075
840,2021-09-24,Rakuten,Elie Tahari,elietahari.com,0.02
841,2021-09-24,Rakuten,Elixinol,elixinol.com,0.075
842,2021-09-24,Rakuten,Elizabeth Arden,elizabetharden.com,0.05
843,2021-09-24,Rakuten,Ella Paradis,ellaparadis.com,0.05
844,2021-09-24,Rakuten,ellos,ellos.com,
845,2021-09-24,Rakuten,ELOQUII,eloquii.com,0.01
846,2021-09-24,Rakuten,eLuxury.com,eluxury.com,0.1
847,2021-09-24,Rakuten,eManualOnline,emanualonline.com,0.075
848,2021-09-24,Rakuten,Embark Veterinary,embarkvet.com,0.03
849,2021-09-24,Rakuten,Embr Labs,embrlabs.com,0.055
850,2021-09-24,Rakuten,Emirates,emirates.com,
851,2021-09-24,Rakuten,Emma Mattress,emma-mattress.com,0.06
852,2021-09-24,Rakuten,EMPORIO ARMANI,armani.com,0.03
853,2021-09-24,Rakuten,eNasco,enasco.com,0.025
854,2021-09-24,Rakuten,EnergyFirst,energyfirst.com,0.015
855,2021-09-24,Rakuten,Enfamil,enfamil.com,0.01
856,2021-09-24,Rakuten,Engel Coolers,engelcoolers.com,0.01
857,2021-09-24,Rakuten,Enjoy Flowers,enjoyflowers.com,0.075
858,2021-09-24,Rakuten,Enro,enro.com,0.03
859,2021-09-24,Rakuten,ENSEMBL,getensembl.com,0.06
860,2021-09-24,Rakuten,Enso Rings,ensorings.com,0.02
861,2021-09-24,Rakuten,Entertainment Earth,entertainmentearth.com,0.03
862,2021-09-24,Rakuten,Entertainment.com,entertainment.com,0.1
863,2021-09-24,Rakuten,Entirely Pets,entirelypets.com,0.03
864,2021-09-24,Rakuten,EntirelyPets Pharmacy,entirelypetspharmacy.com,0.03
865,2021-09-24,Rakuten,Entireworld,theentireworld.com,0.025
866,2021-09-24,Rakuten,ENVE Composites,enve.com,0.03
867,2021-09-24,Rakuten,ePackageSupply.com,epackagesupply.com,0.035
868,2021-09-24,Rakuten,Epic!,getepic.com,
869,2021-09-24,Rakuten,ePlanters,eplanters.com,0.04
870,2021-09-24,Rakuten,ePromos,epromos.com,0.01
871,2021-09-24,Rakuten,Epson Store,epsonstore.com,0.015
872,2021-09-24,Rakuten,ePumps,epumps.com,0.015
873,2021-09-24,Rakuten,Equestrian Collections,equestriancollections.com,0.025
874,2021-09-24,Rakuten,EquiLife,equi-ife.com,0.035
875,2021-09-24,Rakuten,Equipment,equipmentfr.com,0.05
876,2021-09-24,Rakuten,Ergo Desktop,ergodesktop.com,0.05
877,2021-09-24,Rakuten,Ergoal,ergoal.com,0.02
878,2021-09-24,Rakuten,ergobaby,ergobaby.com,0.02
879,2021-09-24,Rakuten,Ergotron,ergotron.com,0.015
880,2021-09-24,Rakuten,Erin Condren,erincondren.com,0.01
881,2021-09-24,Rakuten,Erno Laszlo,ernolaszlo.com,0.04
882,2021-09-24,Rakuten,eSaleRugs,esalerugs.com,
883,2021-09-24,Rakuten,ESET,eset.com,0.1
884,2021-09-24,Rakuten,eSmart Tax,esmarttax.com,0.05
885,2021-09-24,Rakuten,ESPA,espaskincare.com,0.035
886,2021-09-24,Rakuten,Especially Yours,especiallyyours.com,0.01
887,2021-09-24,Rakuten,ESPN+,watch-espnplus.com,10.0
888,2021-09-24,Rakuten,Estée Lauder,esteelauder.com,0.03
889,2021-09-24,Rakuten,Eternity Modern,eternitymodern.com,0.025
890,2021-09-24,Rakuten,Ethel M. Chocolates,ethelm.com,0.075
891,2021-09-24,Rakuten,Etihad Airways,etihadairways.com,0.01
892,2021-09-24,Rakuten,Etsy,etsy.com,
893,2021-09-24,Rakuten,Ettika,ettika.com,0.075
894,2021-09-24,Rakuten,ettitude,ettitude.com,0.06
895,2021-09-24,Rakuten,Eu Natural,store.eunatural.com,0.025
896,2021-09-24,Rakuten,Europcar,europcar.com,0.035
897,2021-09-24,Rakuten,Evan Evans,evanevanstours.com,0.035
898,2021-09-24,Rakuten,Evan-Moor,evanmoor.com,0.035
899,2021-09-24,Rakuten,Eve's Addiction Jewelry,evesaddictionjewelry.com,0.05
900,2021-09-24,Rakuten,EVEN Hotels by IHG,evenhotels.com,0.03
901,2021-09-24,Rakuten,Evening Collective,eveningcollective.com,0.06
902,2021-09-24,Rakuten,Event Decor Direct,eventdecordirect.com,0.035
903,2021-09-24,Rakuten,Ever New Melbourne,evernewus.com,0.035
904,2021-09-24,Rakuten,Ever-Pretty,ever-pretty.com,0.05
905,2021-09-24,Rakuten,Everlast,everlast.com,0.025
906,2021-09-24,Rakuten,Everlywell,everlywell.com,0.03
907,2021-09-24,Rakuten,Every Man Jack,everymanjack.com,0.04
908,2021-09-24,Rakuten,EveryDrop,everydropwater.com,0.04
909,2021-09-24,Rakuten,EveryPlate,everyplate.com,7.5
910,2021-09-24,Rakuten,Everything But Water,everythingbutwater.com,0.03
911,2021-09-24,Rakuten,eVitamins,evitamins.com,0.03
912,2021-09-24,Rakuten,Evolvetogether,evolvetogether.com,0.04
913,2021-09-24,Rakuten,EvoShield,evoshield.com,0.02
914,2021-09-24,Rakuten,Exam Edge,examedge.com,0.09
915,2021-09-24,Rakuten,exante,exantediet.com,0.105
916,2021-09-24,Rakuten,ExOfficio,exofficio.com,0.025
917,2021-09-24,Rakuten,Expedia,expedia.com,0.035
918,2021-09-24,Rakuten,Experian,experian.com,
919,2021-09-24,Rakuten,EXPRESS,express.com,0.02
920,2021-09-24,Rakuten,EXPRESS Factory Outlet,expressfactoryoutlet.com,
921,2021-09-24,Rakuten,Extended Stay America,extendedstayamerica.com,0.05
922,2021-09-24,Rakuten,Exuviance,exuviance.com,0.05
923,2021-09-24,Rakuten,EyeBuyDirect.com,eyebuydirect.com,0.05
924,2021-09-24,Rakuten,Eyeconic,eyeconic.com,0.01
925,2021-09-24,Rakuten,Eyeglasses.com,eyeglasses.com,0.06
926,2021-09-24,Rakuten,Eyeko,eyeko.com,0.035
927,2021-09-24,Rakuten,EZ Prints,ezprints.com,0.025
928,2021-09-24,Rakuten,ezpz,ezpzfun.com,0.04
929,2021-09-24,Rakuten,Fabletics,fabletics.com,7.5
930,2021-09-24,Rakuten,Fabric.com,fabric.com,
931,2021-09-24,Rakuten,FaceTory,facetory.com,0.035
932,2021-09-24,Rakuten,Factor 75,factor75.com,0.2
933,2021-09-24,Rakuten,Factory Direct Filters,factorydirectfilters.com,0.04
934,2021-09-24,Rakuten,Factory Outlet Store,factoryoutletstore.com,0.01
935,2021-09-24,Rakuten,Fairfield Inn,fairfieldinn.com,0.045
936,2021-09-24,Rakuten,Fairmont Hotels and Resorts,fairmonthotelsandresorts.com,0.025
937,2021-09-24,Rakuten,Fairway Golf,fairwaygolfusa.com,0.075
938,2021-09-24,Rakuten,Falconeri,falconeri.com,0.06
939,2021-09-24,Rakuten,Famous Dave's,famousdaves.com,0.02
940,2021-09-24,Rakuten,Famous Footwear,famousfootwear.com,0.03
941,2021-09-24,Rakuten,Fanatics,fanatics.com,0.01
942,2021-09-24,Rakuten,Fancy Sprinkles,fancysprinkles.com,0.035
943,2021-09-24,Rakuten,Fandango,fandango.com,0.03
944,2021-09-24,Rakuten,FansEdge,fansedge.com,0.01
945,2021-09-24,Rakuten,FARFETCH,farfetch.com,0.01
946,2021-09-24,Rakuten,Farmacy,farmacybeauty.com,0.1
947,2021-09-24,Rakuten,Farmbox Direct,farmboxdirect.com,0.35
948,2021-09-24,Rakuten,FarmFoods,farmfoodsmarket.com,0.02
949,2021-09-24,Rakuten,Fashion to Figure,fashiontofigure.com,0.01
950,2021-09-24,Rakuten,Fast Bar,fastbar.com,0.075
951,2021-09-24,Rakuten,Fat Brain Toys,fatbraintoys.com,0.04
952,2021-09-24,Rakuten,Fathead,fathead.com,0.025
953,2021-09-24,Rakuten,Faux Panels,fauxpanels.com,0.015
954,2021-09-24,Rakuten,Favorite Daughter,shopfavoritedaughter.com,0.04
955,2021-09-24,Rakuten,FedEx Office,fedex.com,0.025
956,2021-09-24,Rakuten,FEED,feedprojects.com,0.015
957,2021-09-24,Rakuten,The Feed,thefeed.com,
958,2021-09-24,Rakuten,FeelGood Store,feelgoodstore.com,0.025
959,2021-09-24,Rakuten,Feelunique,feelunique.com,0.06
960,2021-09-24,Rakuten,Felina,felina.com,0.05
961,2021-09-24,Rakuten,Felix Gray,felixgray.com,0.02
962,2021-09-24,Rakuten,Felt Paper Scissors,feltpaperscissors.com,0.025
963,2021-09-24,Rakuten,Fender Play,fenderplay.com,2.5
964,2021-09-24,Rakuten,Fenty Beauty + Fenty Skin,fentybeauty.com,0.05
965,2021-09-24,Rakuten,Field & Stream,fieldandstreamshop.com,0.05
966,2021-09-24,Rakuten,Field Supply,fieldsupply.com,0.035
967,2021-09-24,Rakuten,Find Your Trainer,findyourtrainer.com,7.5
968,2021-09-24,Rakuten,FinditParts,finditparts.com,0.03
969,2021-09-24,Rakuten,Fingerhut,fingerhut.com,
970,2021-09-24,Rakuten,Finish Line,finishline.com,0.03
971,2021-09-24,Rakuten,Firestone,firestone.com,
972,2021-09-24,Rakuten,First Aid Beauty,firstaidbeauty.com,0.04
973,2021-09-24,Rakuten,Firstleaf,firstleaf-club.com,0.05
974,2021-09-24,Rakuten,Fisher Price,fisher-price.com,
975,2021-09-24,Rakuten,FishUSA,fishusa.com,0.03
976,2021-09-24,Rakuten,FitFlop,fitflop.com,0.035
977,2021-09-24,Rakuten,FitTrack,getfittrack.com,0.035
978,2021-09-24,Rakuten,Five Star,fivestar.com,
979,2021-09-24,Rakuten,Flamingo,flamingo.com,
980,2021-09-24,Rakuten,Flamingo Las Vegas,flamingolasvegas.com,0.025
981,2021-09-24,Rakuten,FlashlightDealer.com,flashlightdealer.com,0.015
982,2021-09-24,Rakuten,Flat Tummy Co,flattummyco.com,0.05
983,2021-09-24,Rakuten,Fleet Feet,fleetfeet.com,0.025
984,2021-09-24,Rakuten,Flex,flexfits.com,0.03
985,2021-09-24,Rakuten,Flex Watches,flexwatches.com,0.05
986,2021-09-24,Rakuten,Flexibits,flexibits.com,0.25
987,2021-09-24,Rakuten,FlexJobs,flexjobs.com,0.05
988,2021-09-24,Rakuten,Flexshopper,flexshopper.com,12.5
989,2021-09-24,Rakuten,FlightGuru,flightguru.com,2.5
990,2021-09-24,Rakuten,FLIR Systems,flir.com,0.04
991,2021-09-24,Rakuten,Florsheim,florsheim.com,0.025
992,2021-09-24,Rakuten,FLOS,flos.com,
993,2021-09-24,Rakuten,Flower Beauty,flowerbeauty.com,0.03
994,2021-09-24,Rakuten,Flowers by Florists.com,florists.com,0.15
995,2021-09-24,Rakuten,FlowerShopping.com,flowershopping.com,0.03
996,2021-09-24,Rakuten,FOCO,foco.com,0.04
997,2021-09-24,Rakuten,Focus Camera,focuscamera.com,0.015
998,2021-09-24,Rakuten,Focus Factor,focusfactor.com,0.05
999,2021-09-24,Rakuten,Follain,follain.com,0.04
1000,2021-09-24,Rakuten,Food Lion,shop-foodlion.com,1.0
1001,2021-09-24,Rakuten,Food Saver,foodsaver.com,0.015
1002,2021-09-24,Rakuten,Food52,food52.com,0.02
1003,2021-09-24,Rakuten,Foot Locker,footlocker.com,0.08
1004,2021-09-24,Rakuten,Footaction,footaction.com,0.03
1005,2021-09-24,Rakuten,FootJoy,footjoy.com,0.025
1006,2021-09-24,Rakuten,For Days,fordays.com,0.03
1007,2021-09-24,Rakuten,Forbes & Lewis,forbesandlewis.com,0.05
1008,2021-09-24,Rakuten,FOREO,foreo.com,0.02
1009,2021-09-24,Rakuten,Forever 21,forever21.com,0.05
1010,2021-09-24,Rakuten,Forward by Elyse Walker,forwardbyelysewalker.com,0.05
1011,2021-09-24,Rakuten,FOSSIL,fossil.com,0.02
1012,2021-09-24,Rakuten,Fox Racing,foxracing.com,0.025
1013,2021-09-24,Rakuten,Fox Rent-a-Car,foxrentacar.com,0.02
1014,2021-09-24,Rakuten,Foxcroft,foxcroftcollection.com,0.025
1015,2021-09-24,Rakuten,FoxyBae,foxybae.com,0.05
1016,2021-09-24,Rakuten,FragranceNet.com,fragrancenet.com,0.01
1017,2021-09-24,Rakuten,FragranceX,fragrancex.com,0.015
1018,2021-09-24,Rakuten,Framebridge,framebridge.com,0.01
1019,2021-09-24,Rakuten,FramedArt.com,framedart.com,0.04
1020,2021-09-24,Rakuten,FramesDirect,framesdirect.com,0.03
1021,2021-09-24,Rakuten,francesca’s,francescas.com,0.025
1022,2021-09-24,Rakuten,Franco Sarto,francosarto.com,0.03
1023,2021-09-24,Rakuten,Frank & Eileen,frankandeileen.com,0.015
1024,2021-09-24,Rakuten,Frank And Oak,frankandoak.com,0.035
1025,2021-09-24,Rakuten,Franklin Planner,franklinplanner.com,0.06
1026,2021-09-24,Rakuten,Frasier Sterling,frasiersterling.com,0.02
1027,2021-09-24,Rakuten,Fred Meyer Jewelers,fredmeyerjewelers.com,0.075
1028,2021-09-24,Rakuten,Frederick's of Hollywood,fredericksofhollywood.com,0.04
1029,2021-09-24,Rakuten,Free Logo Services,freelogoservices.com,0.06
1030,2021-09-24,Rakuten,Free People,freepeople.com,0.01
1031,2021-09-24,Rakuten,Free Tax USA,freetaxusa.com,0.075
1032,2021-09-24,Rakuten,French Connection,frenchconnection.com,0.03
1033,2021-09-24,Rakuten,Frenchtoast.com,frenchtoast.com,0.025
1034,2021-09-24,Rakuten,fresh,fresh.com,0.05
1035,2021-09-24,Rakuten,Fresh Clean Tees,freshcleantees.com,0.04
1036,2021-09-24,Rakuten,Fresh Pawz,freshpawz.com,0.05
1037,2021-09-24,Rakuten,Freshly,freshly.com,7.5
1038,2021-09-24,Rakuten,Freshpair,freshpair.com,0.01
1039,2021-09-24,Rakuten,Frette,frette.com,0.03
1040,2021-09-24,Rakuten,The FretWire,thefretwire.com,0.025
1041,2021-09-24,Rakuten,FREY,frey.com,0.04
1042,2021-09-24,Rakuten,Frmoda,www.frmoda.com,0.065
1043,2021-09-24,Rakuten,From You Flowers,fromyouflowers.com,0.15
1044,2021-09-24,Rakuten,Frontera.com,frontera.com,0.05
1045,2021-09-24,Rakuten,FrontPoint Home Security,frontpointsecurity.com,62.5
1046,2021-09-24,Rakuten,Fruit Bouquets by 1800Flowers.com,fruitbouquets.com,0.04
1047,2021-09-24,Rakuten,The Fruit Company,thefruitcompany.com,0.015
1048,2021-09-24,Rakuten,The Frye Company,thefryecompany.com,0.05
1049,2021-09-24,Rakuten,FSA Store,fsastore.com,0.02
1050,2021-09-24,Rakuten,FTD Flowers,ftd.com,0.05
1051,2021-09-24,Rakuten,Fulton Fish Market,fultonfishmarket.com,0.025
1052,2021-09-24,Rakuten,Fun.com,fun.com,0.06
1053,2021-09-24,Rakuten,Funjet Vacations,funjet.com,0.01
1054,2021-09-24,Rakuten,Furbo Dog Camera,furbo.com,0.04
1055,2021-09-24,Rakuten,Furhaven Pet Products,furhaven.com,0.065
1056,2021-09-24,Rakuten,Future Fitness,future-co.com,0.5
1057,2021-09-24,Rakuten,Fuzzy,yourfuzzy.com,0.075
1058,2021-09-24,Rakuten,G by GUESS,gbyguess.com,
1059,2021-09-24,Rakuten,G-Form,g-form.com,0.05
1060,2021-09-24,Rakuten,G-Star RAW,g-star.com,0.06
1061,2021-09-24,Rakuten,G.H. Bass and Co.,ghbass.com,0.04
1062,2021-09-24,Rakuten,G/Fore,gfore.com,0.03
1063,2021-09-24,Rakuten,Gabb Wireless,gabbwireless.com,0.05
1064,2021-09-24,Rakuten,Gaffos.com,gaffos.com,0.04
1065,2021-09-24,Rakuten,Gaia,gaia.com,
1066,2021-09-24,Rakuten,Gaia Herbs,gaiaherbs.com,0.015
1067,2021-09-24,Rakuten,Gaiam,gaiam.com,0.035
1068,2021-09-24,Rakuten,The Gallery Collection,thegallerycollection.com,0.125
1069,2021-09-24,Rakuten,GameFly,gamefly.com,0.05
1070,2021-09-24,Rakuten,GameStop,gamestop.com,0.025
1071,2021-09-24,Rakuten,Gander Outdoors,ganderoutdoors.com,0.02
1072,2021-09-24,Rakuten,Ganni,ganni.com,0.04
1073,2021-09-24,Rakuten,Gap,gap.com,0.06
1074,2021-09-24,Rakuten,Gap Canada,gapcanada.com,0.02
1075,2021-09-24,Rakuten,Gap Factory,gapfactory.com,0.02
1076,2021-09-24,Rakuten,Gap Kids,gapkids.com,0.06
1077,2021-09-24,Rakuten,Gap Maternity,gapmaternity.com,0.06
1078,2021-09-24,Rakuten,Garmin,garmin.com,0.03
1079,2021-09-24,Rakuten,Garrett Wade,garrettwade.com,0.05
1080,2021-09-24,Rakuten,Gazelle,gazelle.com,0.015
1081,2021-09-24,Rakuten,GearBest,gearbest.com,
1082,2021-09-24,Rakuten,GelPro,gelpro.com,0.01
1083,2021-09-24,Rakuten,Gem-Water,gem-water.com,0.05
1084,2021-09-24,Rakuten,Gemvara,gemvara.com,0.02
1085,2021-09-24,Rakuten,Gerber Childrenswear,gerberchildrenswear.com,0.03
1086,2021-09-24,Rakuten,Get Maine Lobster,getmainelobster.com,0.025
1087,2021-09-24,Rakuten,Getzs,getzs.com,0.04
1088,2021-09-24,Rakuten,ghd,ghdhair.com,0.025
1089,2021-09-24,Rakuten,Ghirardelli Chocolate,ghirardellichocolate.com,0.04
1090,2021-09-24,Rakuten,GHOST DEMOCRACY,ghostdemocracy.com,0.075
1091,2021-09-24,Rakuten,GhostBed,ghostbed.com,
1092,2021-09-24,Rakuten,Giant Food,giantfood.com,5.6
1093,2021-09-24,Rakuten,GiftBasket.com,giftbasket.com,0.02
1094,2021-09-24,Rakuten,GiftCardMall.com,giftcardmall.com,0.01
1095,2021-09-24,Rakuten,GiftCards.com,giftcards.com,0.02
1096,2021-09-24,Rakuten,Gifts For You Now,giftsforyounow.com,0.075
1097,2021-09-24,Rakuten,GiftTree,gifttree.com,0.045
1098,2021-09-24,Rakuten,giggle,giggle.com,0.04
1099,2021-09-24,Rakuten,GIGLIO.COM,giglio.com,0.05
1100,2021-09-24,Rakuten,Gillette on Demand,ondemand-gillette.com,0.04
1101,2021-09-24,Rakuten,Gilt,giltgroupe.com,0.01
1102,2021-09-24,Rakuten,Gilt City,giltcity.com,
1103,2021-09-24,Rakuten,Giuseppe Zanotti,giuseppezanotti.com,0.03
1104,2021-09-24,Rakuten,Gladskin,gladskin.com,0.04
1105,2021-09-24,Rakuten,GLAMGLOW,glamglow.com,0.04
1106,2021-09-24,Rakuten,Glamorise,glamorise.com,0.05
1107,2021-09-24,Rakuten,Glasses Shop,glassesshop.com,0.1
1108,2021-09-24,Rakuten,Glasses.com,glasses.com,0.05
1109,2021-09-24,Rakuten,GlassesUSA,glassesusa.com,0.05
1110,2021-09-24,Rakuten,Gleamin,gleamin.com,0.03
1111,2021-09-24,Rakuten,GlobeIn,globein.com,0.02
1112,2021-09-24,Rakuten,Glossier,glossier.com,0.025
1113,2021-09-24,Rakuten,Glossybox.com,glossybox.com,0.09
1114,2021-09-24,Rakuten,Glow Recipe,glowrecipe.com,0.03
1115,2021-09-24,Rakuten,Glyde,glyde.com,0.02
1116,2021-09-24,Rakuten,Glytone,glytone-usa.com,0.04
1117,2021-09-24,Rakuten,GNC,gnc.com,0.03
1118,2021-09-24,Rakuten,Go Airlink,goairlink.com,0.05
1119,2021-09-24,Rakuten,Go City Card,gocitycard.com,0.03
1120,2021-09-24,Rakuten,Go-To Skin Care,us-gotoskincare.com,0.03
1121,2021-09-24,Rakuten,Gobble,gobble.com,
1122,2021-09-24,Rakuten,GoDaddy,godaddy.com,0.025
1123,2021-09-24,Rakuten,Godiva,godiva.com,0.01
1124,2021-09-24,Rakuten,Gold Medal Wine Club,goldmedalwineclub.com,0.025
1125,2021-09-24,Rakuten,Goldbelly,goldbelly.com,0.01
1126,2021-09-24,Rakuten,Golf Apparel Shop,golfapparelshop.com,0.025
1127,2021-09-24,Rakuten,Golf Galaxy,golfgalaxy.com,0.015
1128,2021-09-24,Rakuten,Goli,goli.com,0.02
1129,2021-09-24,Rakuten,Good American,goodamerican.com,0.01
1130,2021-09-24,Rakuten,Good Morning Snore Solution,goodmorningsnoresolution.com,0.125
1131,2021-09-24,Rakuten,Good Sam Club,goodsamclub.com,7.5
1132,2021-09-24,Rakuten,Good Sam Roadside Assistance,goodsamroadside.com,7.5
1133,2021-09-24,Rakuten,Good Sam Travel Assist,goodsamtravelassist.com,7.5
1134,2021-09-24,Rakuten,Goodyear,goodyear.com,0.03
1135,2021-09-24,Rakuten,Goop,goop.com,0.02
1136,2021-09-24,Rakuten,GoPro,gopro.com,
1137,2021-09-24,Rakuten,Gopuff,gopuff.com,0.075
1138,2021-09-24,Rakuten,gorjana,gorjana.com,0.03
1139,2021-09-24,Rakuten,Gourmesso,gourmesso.com,0.06
1140,2021-09-24,Rakuten,Gourmet Gift Baskets,gourmetgiftbaskets.com,0.04
1141,2021-09-24,Rakuten,Graco,gracobaby.com,0.015
1142,2021-09-24,Rakuten,Grafomap,grafomap.com,
1143,2021-09-24,Rakuten,Graham & Brown,grahambrown.com,0.025
1144,2021-09-24,Rakuten,Grande Cosmetics,grandecosmetics.com,0.025
1145,2021-09-24,Rakuten,Grasshoppers,grasshoppers.com,0.03
1146,2021-09-24,Rakuten,The Great Courses,thegreatcourses.com,0.025
1147,2021-09-24,Rakuten,Great Value Vacations,greatvaluevacations.com,0.015
1148,2021-09-24,Rakuten,Great Wolf Lodge,greatwolf.com,0.015
1149,2021-09-24,Rakuten,Greats,greats.com,0.025
1150,2021-09-24,Rakuten,Green Chef,greenchef.com,0.225
1151,2021-09-24,Rakuten,Green Man Gaming,greenmangaming.com,0.02
1152,2021-09-24,Rakuten,GreenPharm,greenpharm.com,0.025
1153,2021-09-24,Rakuten,Greenvelope,greenvelope.com,0.015
1154,2021-09-24,Rakuten,Greetabl,greetabl.com,0.055
1155,2021-09-24,Rakuten,Greeting Card Universe,greetingcarduniverse.com,0.035
1156,2021-09-24,Rakuten,The Grommet,thegrommet.com,0.01
1157,2021-09-24,Rakuten,Grounds & Hounds Coffee Co.,groundsandhoundscoffee.com,0.04
1158,2021-09-24,Rakuten,Groupon,groupon.htm,0.1
1159,2021-09-24,Rakuten,Groupon Getaways,groupongetaways.com,0.03
1160,2021-09-24,Rakuten,Grove Collaborative,grove.com,0.02
1161,2021-09-24,Rakuten,Grow Gorgeous,growgorgeous.com,0.035
1162,2021-09-24,Rakuten,Grubhub,grubhub.com,0.11
1163,2021-09-24,Rakuten,Grunt Style,gruntstyle.com,0.03
1164,2021-09-24,Rakuten,Gucci,gucci.com,
1165,2021-09-24,Rakuten,GUESS,guess.com,0.04
1166,2021-09-24,Rakuten,GUESS Factory,guessfactory.com,0.04
1167,2021-09-24,Rakuten,GUNNAR Optiks,gunnaroptiks.com,0.05
1168,2021-09-24,Rakuten,Gwynnie Bee,gwynniebee.com,27.5
1169,2021-09-24,Rakuten,Gymboree,gymboree.com,0.05
1170,2021-09-24,Rakuten,H&M,hm.com,0.015
1171,2021-09-24,Rakuten,H&R Block Tax Prep,hrblock.com,
1172,2021-09-24,Rakuten,Haband,haband.com,0.025
1173,2021-09-24,Rakuten,Haggar.com,haggar.com,0.04
1174,2021-09-24,Rakuten,Hair.com,hair.com,0.05
1175,2021-09-24,Rakuten,Hairstory,hairstory.com,0.03
1176,2021-09-24,Rakuten,Hale Bob,halebob.com,0.015
1177,2021-09-24,Rakuten,Hallelujah Diet,shop.myhdiet.com,0.04
1178,2021-09-24,Rakuten,The Halloween Spot,thehalloweenspot.com,0.05
1179,2021-09-24,Rakuten,HalloweenCostumes.com,halloweencostumes.com,0.06
1180,2021-09-24,Rakuten,Halston Heritage,halston.com,0.03
1181,2021-09-24,Rakuten,Hamama,hamama.com,0.035
1182,2021-09-24,Rakuten,Hamilton Beach,hamiltonbeach.com,0.03
1183,2021-09-24,Rakuten,Hammacher Schlemmer,hammacher.com,0.04
1184,2021-09-24,Rakuten,Hammes Notre Dame Bookstore,hammesnotredamebookstore.com,0.02
1185,2021-09-24,Rakuten,Hammitt,hammitt.com,0.015
1186,2021-09-24,Rakuten,Hampden,hampdenclothing.com,0.04
1187,2021-09-24,Rakuten,Handy,handy.com,
1188,2021-09-24,Rakuten,Hanes,hanes.com,0.02
1189,2021-09-24,Rakuten,Hanky Panky,hankypanky.com,0.03
1190,2021-09-24,Rakuten,Hanna Andersson,hannaandersson.com,0.01
1191,2021-09-24,Rakuten,Hansen Wholesale,hansenwholesale.com,0.04
1192,2021-09-24,Rakuten,Happiest Baby,happiestbaby.com,25.0
1193,2021-09-24,Rakuten,Happsy,happsy.com,0.02
1194,2021-09-24,Rakuten,The Happy Planner,thehappyplanner.com,0.02
1195,2021-09-24,Rakuten,Happy Socks,happysocks.com,0.05
1196,2021-09-24,Rakuten,Harbinger,harbingerfitness-implus.com,0.035
1197,2021-09-24,Rakuten,Hard Tail Forever,hardtailforever.com,0.05
1198,2021-09-24,Rakuten,The Hardware City,thehardwarecity.com,
1199,2021-09-24,Rakuten,Harley Davidson Footwear,harley-davidsonfootwear.com,0.015
1200,2021-09-24,Rakuten,Harman Kardon,harmankardon.com,0.03
1201,2021-09-24,Rakuten,Harmon Face Values,harmondiscount.com,
1202,2021-09-24,Rakuten,Harney & Sons,harney.com,0.03
1203,2021-09-24,Rakuten,Harrah's Las Vegas,harrahslasvegas.com,0.025
1204,2021-09-24,Rakuten,Harrah's Laughlin,harrahslaughlin.com,0.025
1205,2021-09-24,Rakuten,Harrah's Resort Atlantic City,harrahsresortatlanticcity.com,0.025
1206,2021-09-24,Rakuten,Harrods,harrods.com,0.02
1207,2021-09-24,Rakuten,Harry and David,harryanddavid.com,0.025
1208,2021-09-24,Rakuten,Harry's Razors,harrys.com,0.125
1209,2021-09-24,Rakuten,Harvey Nichols,harveynichols.com,0.04
