Date,Source,Merchant,Site,Discount
2021-09-12,Rakuten,Burpee Gardening,burpeegardening.com,nan
2021-09-12,Rakuten,Burrow,burrow.com,nan
2021-09-12,Rakuten,BURST,burstoralcare.com,0.03
2021-09-12,Rakuten,Burton Snowboards,burton.com,0.01
2021-09-12,Rakuten,Busch Gardens,buschgardens.com,0.025
2021-09-12,Rakuten,ButcherBox,butcherbox.com,4
2021-09-12,Rakuten,Butter London,butterlondon.com,0.05
2021-09-12,Rakuten,BUXOM,buxomcosmetics.com,0.04
2021-09-12,Rakuten,buybuy BABY,buybuybaby.com,0.01
2021-09-12,Rakuten,Buydig,buydig.com,0.01
2021-09-12,Rakuten,Byte,byte.com,10
2021-09-12,Rakuten,C4,c4energy.com,0.025
2021-09-12,Rakuten,CabanyCo,cabanyco.com,0.075
2021-09-12,Rakuten,Cabela's,cabelas.com,0.06
2021-09-12,Rakuten,Caesars Rewards,caesarspalacelasvegas.com,0.025
2021-09-12,Rakuten,Cafe Britt,cafebritt.com,0.06
2021-09-12,Rakuten,Cafe Joe,cafejoeusa.com,0.035
2021-09-12,Rakuten,Cairn,getcairn.com,5
2021-09-12,Rakuten,Calendars.com,calendars.com,0.07
2021-09-12,Rakuten,California Olive Ranch,californiaoliveranch.com,0.035
2021-09-12,Rakuten,Caliper CBD,trycaliper.com,0.05
2021-09-12,Rakuten,Callaway Apparel,callawayapparel.com,0.025
2021-09-12,Rakuten,Callaway Golf,callawaygolf.com,0.045
2021-09-12,Rakuten,Callaway Golf Preowned,callawaygolfpreowned.com,0.03
2021-09-12,Rakuten,Calphalon,calphalon.com,0.015
2021-09-12,Rakuten,Calvin Klein,calvinklein.com,0.01
2021-09-12,Rakuten,CALZEDONIA,calzedonia.com,0.035
2021-09-12,Rakuten,Cambria Hotels by Choice Hotels,cambriasuites.com,0.03
2021-09-12,Rakuten,CamelBak,camelbak.com,0.025
2021-09-12,Rakuten,CAMI NYC,caminyc.com,0.025
2021-09-12,Rakuten,Camp Chef,campchef.com,0.025
2021-09-12,Rakuten,Camper,camper.com,0.04
2021-09-12,Rakuten,Camping World,campingworld.com,0.02
2021-09-12,Rakuten,Canary,canary-is.com,20
2021-09-12,Rakuten,Candid,candidco.com,10
2021-09-12,Rakuten,Candlewood Suites by IHG,candlewoodsuites.com,0.03
2021-09-12,Rakuten,Candy Club,candyclub.com,4
2021-09-12,Rakuten,Canon,canon.com,0.025
2021-09-12,Rakuten,Canva,canva.com,0.075
2021-09-12,Rakuten,Canvas Press,canvaspress.com,0.035
2021-09-12,Rakuten,CanvasChamp.com,canvaschamp.com,0.02
2021-09-12,Rakuten,CanvasDiscount.com,canvasdiscount.com,0.08
2021-09-12,Rakuten,CanvasHQ,canvashq.com,0.05
2021-09-12,Rakuten,CanvasPeople,canvaspeople.com,0.055
2021-09-12,Rakuten,CanvasPop,canvaspop.com,0.06
2021-09-12,Rakuten,Capalbo's Gift Baskets,capalbosgiftbaskets.com,0.06
2021-09-12,Rakuten,Carbon38,carbon38.com,0.04
2021-09-12,Rakuten,Carbonite,carbonite.com,0.075
2021-09-12,Rakuten,CarCovers.com,carcovers.com,0.025
2021-09-12,Rakuten,CardCash,cardcash.com,0.01
2021-09-12,Rakuten,Care.com,care.com,7.5
2021-09-12,Rakuten,Carhartt,carhartt.com,0.01
2021-09-12,Rakuten,Cariloha,cariloha.com,0.03
2021-09-12,Rakuten,Cariuma,cariuma.com,0.1
2021-09-12,Rakuten,Carl's Golfland,carlsgolfland.com,0.04
2021-09-12,Rakuten,Carmen Sol,carmensol.com,0.04
2021-09-12,Rakuten,Carol Wright Gifts,carolwrightgifts.com,0.03
2021-09-12,Rakuten,Carol's Daughter,carolsdaughter.com,0.04
2021-09-12,Rakuten,Carolina,carolina.com,0.02
2021-09-12,Rakuten,Carson Dellosa Education,carsondellosa.com,0.03
2021-09-12,Rakuten,Carter + Main,carterandmain.com,0.06
2021-09-12,Rakuten,Carter's,carters.com,0.06
2021-09-12,Rakuten,Cartwright,cartwrightbag.com,0.08
2021-09-12,Rakuten,Casa.com,casa.com,nan
2021-09-12,Rakuten,Case-Mate,case-mate.com,0.07
2021-09-12,Rakuten,caseable,caseable.com,0.05
2021-09-12,Rakuten,Casetify,casetify.com,0.06
2021-09-12,Rakuten,Casper,casper.com,0.01
2021-09-12,Rakuten,Castlery,castlery.com,0.025
2021-09-12,Rakuten,CAT Footwear,catfootwear.com,0.035
2021-09-12,Rakuten,Cate & Chloe,cateandchloe.com,0.05
2021-09-12,Rakuten,Cath Kidston,cathkidston.com,0.075
2021-09-12,Rakuten,Catherines,catherines.com,0.02
2021-09-12,Rakuten,Caudalie,caudalie.com,0.01
2021-09-12,Rakuten,CB2,cb2.com,nan
2021-09-12,Rakuten,CBD Living,cbdliving.com,0.1
2021-09-12,Rakuten,cbdMD,cbdmd.com,0.1
2021-09-12,Rakuten,celltrient,celltrient.com,0.1
2021-09-12,Rakuten,CenturyLink,centurylink.com,22.5
2021-09-12,Rakuten,Certified Piedmontese,piedmontese.com,0.075
2021-09-12,Rakuten,Cettire,cettire.com,0.05
2021-09-12,Rakuten,Chaco,chaco.com,0.04
2021-09-12,Rakuten,Chadwick's,chadwicks.com,0.025
2021-09-12,Rakuten,Challans de Paris,challansdeparis.com,0.065
2021-09-12,Rakuten,Chamberlain,chamberlain.com,0.01
2021-09-12,Rakuten,Champion USA,championusa.com,0.02
2021-09-12,Rakuten,Champs Sports,champssports.com,0.02
2021-09-12,Rakuten,Chantecaille,chantecaille.com,0.04
2021-09-12,Rakuten,Chantelle,chantelle.com,0.04
2021-09-12,Rakuten,chapters.indigo.ca,chaptersindigoca.com,0.05
2021-09-12,Rakuten,Charles & Keith,charleskeith.com,0.06
2021-09-12,Rakuten,Charles Tyrwhitt,charlestyrwhitt.com,0.04
2021-09-12,Rakuten,Charlotte Russe,charlotterusse.com,0.01
2021-09-12,Rakuten,Charlotte Tilbury,charlottetilbury.com,0.05
2021-09-12,Rakuten,Charlotte's Web,charlottesweb.com,0.02
2021-09-12,Rakuten,Cheap Cheap Moving Boxes,cheapcheapmovingboxes.com,0.04
2021-09-12,Rakuten,Cheap Stair Parts,cheapstairparts.com,0.05
2021-09-12,Rakuten,CheapAir.com,cheapair.com,4
2021-09-12,Rakuten,CheapCaribbean,cheapcaribbean.com,0.01
2021-09-12,Rakuten,CheapOair,cheapoair.com,15
2021-09-12,Rakuten,CheapTickets,cheaptickets.com,0.03
2021-09-12,Rakuten,Checks in the Mail,checksinthemail.com,0.08
2021-09-12,Rakuten,Checks SuperStore,checks-superstore.com,0.075
2021-09-12,Rakuten,Checks Unlimited,checksunlimited.com,0.06
2021-09-12,Rakuten,Chegg,chegg.com,nan
2021-09-12,Rakuten,Chemical Guys,chemicalguys.com,0.04
2021-09-12,Rakuten,Cheryl's,cheryls.com,0.02
2021-09-12,Rakuten,Chewy,chewy.com,0.01
2021-09-12,Rakuten,Chicago Steak Company,mychicagosteak.com,0.055
2021-09-12,Rakuten,Chicco,chiccoshop.com,0.02
2021-09-12,Rakuten,Chico's,chicos.com,0.02
2021-09-12,Rakuten,Chico’s Off the Rack,chicosofftherack.com,0.02
2021-09-12,Rakuten,The Children's Place,thechildrensplace.com,0.015
2021-09-12,Rakuten,Chilisleep,chilisleep.com,0.04
2021-09-12,Rakuten,Chime,chime.com,50
2021-09-12,Rakuten,Chinese Laundry,chineselaundry.com,0.05
2021-09-12,Rakuten,Choice Hotels,choicehotels.com,0.03
2021-09-12,Rakuten,Christophe Robin,christopherobin.com,0.035
2021-09-12,Rakuten,Christy Sports,christysports.com,0.025
2021-09-12,Rakuten,Chrome Industries,chromeindustries.com,0.04
2021-09-12,Rakuten,Chronicle Books,chroniclebooks.com,0.05
2021-09-12,Rakuten,Church's Footwear,church-footwear.com,0.075
2021-09-12,Rakuten,Circle,meetcircle.com,22.5
2021-09-12,Rakuten,Circus by Sam Edelman,circusbysamedelman.com,0.05
2021-09-12,Rakuten,Citizen,citizenwatch.com,0.01
2021-09-12,Rakuten,City Chic,citychiconline.com,0.025
2021-09-12,Rakuten,CitySights NY,citysightsny.com,0.075
2021-09-12,Rakuten,CitySightseeing New York,citysightseeingnewyork.com,0.075
2021-09-12,Rakuten,Claire's,claires.com,0.04
2021-09-12,Rakuten,Clarins,clarins.com,0.02
2021-09-12,Rakuten,Clarion Hotel by Choice Hotels,clarionhotel.com,0.03
2021-09-12,Rakuten,Clarks,clarks.com,0.04
2021-09-12,Rakuten,Clarks Outlet,clarksusa.com,nan
2021-09-12,Rakuten,Clark’s Botanicals,clarksbotanicals.com,0.045
2021-09-12,Rakuten,Claxy,claxy.com,0.02
2021-09-12,Rakuten,CLEAR,clearme.com,3.5
2021-09-12,Rakuten,Clear Rear,getaclearrear.com,0.03
2021-09-12,Rakuten,Clickhere2shop,clickhere2shop.com,0.055
2021-09-12,Rakuten,Clinique,clinique.com,0.04
2021-09-12,Rakuten,Cliradex,cliradex.com,0.05
2021-09-12,Rakuten,Clothing Shop Online,clothingshoponline.com,0.015
2021-09-12,Rakuten,Club Monaco,clubmonaco.com,0.025
2021-09-12,Rakuten,Clé de Peau Beauté,cledepeaubeaute.com,0.06
2021-09-12,Rakuten,Coach,coach.com,0.12
2021-09-12,Rakuten,Coach Outlet,coachoutlet.com,0.01
2021-09-12,Rakuten,Coastal.com,coastal.com,0.05
2021-09-12,Rakuten,CocoaVia,cocoavia.com,0.06
2021-09-12,Rakuten,Cocoon by Sealy,cocoonbysealy.com,0.03
2021-09-12,Rakuten,Codecademy,codecademy.com,0.025
2021-09-12,Rakuten,codeSpark Academy,codespark.com,5
2021-09-12,Rakuten,Coffee Bean & Tea Leaf,coffeebeantealeaf.com,0.05
2021-09-12,Rakuten,Coggles,coggles.com,0.04
2021-09-12,Rakuten,Coldwater Creek,coldwatercreek.com,0.02
2021-09-12,Rakuten,Cole Haan,colehaan.com,0.02
2021-09-12,Rakuten,Colgate,colgate.com,0.025
2021-09-12,Rakuten,Collections Etc.,collectionsetc.com,0.025
2021-09-12,Rakuten,Colleen Rothschild Beauty,colleenrothschild.com,0.02
2021-09-12,Rakuten,Colorful Images,colorfulimages.com,0.02
2021-09-12,Rakuten,ColourPop,colourpop.com,0.035
2021-09-12,Rakuten,Coltorti,coltorti.com,0.05
2021-09-12,Rakuten,Columbia Sportswear,columbiasportswear.com,0.02
2021-09-12,Rakuten,ComboInk,comboink.com,0.025
2021-09-12,Rakuten,Comfort Inn by Choice Hotels,comfortinn.com,0.03
2021-09-12,Rakuten,Comfort Suites by Choice Hotels,comfortsuites.com,0.03
2021-09-12,Rakuten,comiXology,comixology.com,0.04
2021-09-12,Rakuten,Community Coffee,communitycoffee.com,0.03
2021-09-12,Rakuten,CompAndSave,compandsave.com,0.025
2021-09-12,Rakuten,The Company Store,the-company-store.com,0.02
2021-09-12,Rakuten,Competitive Cyclist,competitivecyclist.com,0.04
2021-09-12,Rakuten,Compex,compex.com,0.03
2021-09-12,Rakuten,Complete Nutrition,completenutrition.com,0.035
2021-09-12,Rakuten,Completely Bare,completelybare.com,0.035
2021-09-12,Rakuten,Constant Contact,constantcontact.com,15
2021-09-12,Rakuten,ConsumerCrafts,consumercrafts.com,nan
2021-09-12,Rakuten,ContactsDirect,contactsdirect.com,0.08
2021-09-12,Rakuten,The Container Store,thecontainerstore.com,0.015
2021-09-12,Rakuten,Converse,converse.com,0.03
2021-09-12,Rakuten,Cookies By Design,cookiesbydesign.com,0.02
2021-09-12,Rakuten,Cora,cora-life.com,2.5
2021-09-12,Rakuten,Coravin,coravin.com,0.025
2021-09-12,Rakuten,Corel,corel.com,0.05
2021-09-12,Rakuten,Corelle,corelle.com,0.025
2021-09-12,Rakuten,Corkcicle,corkcicle.com,0.05
2021-09-12,Rakuten,Corsair,corsair.com,0.01
2021-09-12,Rakuten,COS,cosstores.com,0.03
2021-09-12,Rakuten,Cos Bar,cosbar.com,0.05
2021-09-12,Rakuten,Cosabella,cosabella.com,0.01
2021-09-12,Rakuten,COSMEDIX,cosmedix.com,0.05
2021-09-12,Rakuten,Cost Plus World Market,costplusworldmarket.com,nan
2021-09-12,Rakuten,Costa Del Mar,costadelmar.com,0.03
2021-09-12,Rakuten,Costco,costco.com,10
2021-09-12,Rakuten,Costway,costway.com,0.03
2021-09-12,Rakuten,Cotopaxi,cotopaxi.com,0.01
2021-09-12,Rakuten,Cotton On,cottonon.com,0.035
2021-09-12,Rakuten,Couches.com,couches.com,0.03
2021-09-12,Rakuten,Country Inn & Suites by Radisson,countryinnssuites.com,0.035
2021-09-12,Rakuten,Country Life Vitamins,countrylifevitamins.com,0.04
2021-09-12,Rakuten,Courant,staycourant.com,0.04
2021-09-12,Rakuten,Coursera,coursera.com,0.05
2021-09-12,Rakuten,Courtyard,courtyard.com,0.04
2021-09-12,Rakuten,Cover FX,coverfx.com,0.03
2021-09-12,Rakuten,Covers And All,coversandall.com,0.05
2021-09-12,Rakuten,Cox Communications,cox.com,70
2021-09-12,Rakuten,Cozy Earth,cozyearth.com,0.015
2021-09-12,Rakuten,Crabtree & Evelyn,crabtree-evelyn.com,0.04
2021-09-12,Rakuten,Craft Beer Club,craftbeerclub.com,0.025
2021-09-12,Rakuten,Crane & Co,craneco2.com,0.03
2021-09-12,Rakuten,Crate and Barrel,crateandbarrel.com,nan
2021-09-12,Rakuten,Crayola,crayola.com,0.045
2021-09-12,Rakuten,Crazy Shirts,crazyshirts.com,0.02
2021-09-12,Rakuten,Creative Irish Gifts,creativeirishgifts.com,0.02
2021-09-12,Rakuten,CreativeGallery.com,creativegallery.com,0.02
2021-09-12,Rakuten,CreativeLive,creativelive.com,0.05
2021-09-12,Rakuten,Credit Karma Tax,creditkarma.com,nan
2021-09-12,Rakuten,Credo,credobeauty.com,0.025
2021-09-12,Rakuten,Crest White Smile,crestwhitesmile.com,0.04
2021-09-12,Rakuten,Cricket Wireless,cricketwireless.com,5
2021-09-12,Rakuten,Cricut,cricut.com,0.02
2021-09-12,Rakuten,Criquet Shirts,criquetshirts.com,0.015
2021-09-12,Rakuten,Crocs,crocs.com,0.03
2021-09-12,Rakuten,Crossrope,crossrope.com,0.025
2021-09-12,Rakuten,Crowd Cow,crowdcow.com,0.025
2021-09-12,Rakuten,Crowne Plaza by IHG,crowneplaza.com,0.03
2021-09-12,Rakuten,CruiseDirect,cruisedirect.com,0.02
2021-09-12,Rakuten,Crutchfield,crutchfield.com,0.025
2021-09-12,Rakuten,CrystalPlus.com,crystalplus.com,0.04
2021-09-12,Rakuten,Cub Cadet,cubcadet.com,0.025
2021-09-12,Rakuten,Cubavera,cubavera.com,0.025
2021-09-12,Rakuten,Cuddledown,cuddledown.com,0.025
2021-09-12,Rakuten,Cudoo,cudoo.com,0.1
2021-09-12,Rakuten,CuffLinks.com,cufflinks.com,0.03
2021-09-12,Rakuten,Cupshe,cupshe.com,0.015
2021-09-12,Rakuten,Curateur,curateur.com,15
2021-09-12,Rakuten,Current Catalog,currentcatalog.com,0.02
2021-09-12,Rakuten,Current/Elliott,currentelliott.com,0.05
2021-09-12,Rakuten,CurrentBody,currentbody.com,0.01
2021-09-12,Rakuten,Cut Maps,cutmaps.com,0.05
2021-09-12,Rakuten,Cutter & Buck,cutterbuck.com,0.06
2021-09-12,Rakuten,Cutters Sports,cutterssports.com,0.03
2021-09-12,Rakuten,CVS Optical,cvs-optical.com,0.04
2021-09-12,Rakuten,CVS.com,cvs.com,0.05
2021-09-12,Rakuten,CVSPhoto.com,cvsphoto.com,0.05
2021-09-12,Rakuten,CyberGhost VPN,cyberghostvpn.com,0.2
2021-09-12,Rakuten,Cycle Gear,cyclegear.com,0.02
2021-09-12,Rakuten,Cylance,cylance.com,0.25
2021-09-12,Rakuten,D'Artagnan,dartagnan.com,0.015
2021-09-12,Rakuten,Daily Harvest,daily-harvest.com,12.5
2021-09-12,Rakuten,Daily Steals,dailysteals.com,0.02
2021-09-12,Rakuten,DailyBurn,dailyburn.com,nan
2021-09-12,Rakuten,Dailygreatness,dailygreatness.com,0.05
2021-09-12,Rakuten,Dana Rebecca Designs,danarebeccadesigns.com,0.03
2021-09-12,Rakuten,Dancewear Solution,dancewearsolutions.com,0.05
2021-09-12,Rakuten,Dango Products,dangoproducts.com,0.05
2021-09-12,Rakuten,Danskin,danskin.com,0.04
2021-09-12,Rakuten,Dansko,dansko.com,0.03
2021-09-12,Rakuten,Darden Restaurants,dardenrestaurants.com,0.01
2021-09-12,Rakuten,Darphin Paris,darphin.com,0.03
2021-09-12,Rakuten,Das Keyboards,hop-daskeyboard.com,0.05
2021-09-12,Rakuten,David's Bridal,davidsbridal.com,nan
2021-09-12,Rakuten,David's Cookies,davidscookies.com,0.035
2021-09-12,Rakuten,DavidsTea,davidstea.com,0.01
2021-09-12,Rakuten,Day Timer,daytimer.com,nan
2021-09-12,Rakuten,Days Inn by Wyndham,daysinn.com,nan
2021-09-12,Rakuten,DaySpring,dayspring.com,nan
2021-09-12,Rakuten,DC Shoes,dc.com,0.015
2021-09-12,Rakuten,Deal Extreme,dealextreme.com,0.0325
2021-09-12,Rakuten,Deal Genius,dealgenius.com,0.03
2021-09-12,Rakuten,Decadent Minimalist,decadentminimalist.com,0.05
2021-09-12,Rakuten,Decluttr,decluttr.com,0.035
2021-09-12,Rakuten,Decor Planet,decorplanet.com,0.02
2021-09-12,Rakuten,DecoratorsBest,decoratorsbest.com,0.03
2021-09-12,Rakuten,Deep Discount,deepdiscount.com,0.03
2021-09-12,Rakuten,DefenAge Skincare,defenage.com,0.05
2021-09-12,Rakuten,Dell Consumer,dellconsumer.com,0.02
2021-09-12,Rakuten,Dell Outlet,delloutlet.com,0.02
2021-09-12,Rakuten,Dell Refurbished Computers,dellrefurbishedcomputers.com,0.025
2021-09-12,Rakuten,Dell Technologies For Work,delltechnologies.com,0.02
2021-09-12,Rakuten,Deluxe,deluxe.com,0.03
2021-09-12,Rakuten,DeMarini,demarini.com,0.02
2021-09-12,Rakuten,Denby Pottery,denbyusa.com,0.03
2021-09-12,Rakuten,DentalPlans.com,dentalplans.com,25
2021-09-12,Rakuten,Derek Rose,derek-rose.com,0.02
2021-09-12,Rakuten,DERMA E,dermae.com,0.035
2021-09-12,Rakuten,Dermablend,dermablend.com,0.04
2021-09-12,Rakuten,DERMAdoctor,dermadoctor.com,0.075
2021-09-12,Rakuten,Dermaflash,dermaflash.com,0.04
2021-09-12,Rakuten,Dermalogica,dermalogica.com,0.025
2021-09-12,Rakuten,Dermstore,dermstore.com,0.04
2021-09-12,Rakuten,Descente Athletic,descente.com,0.03
2021-09-12,Rakuten,Desert Essence,desertessence.com,0.05
2021-09-12,Rakuten,Design by Humans,designbyhumans.com,0.035
2021-09-12,Rakuten,The Design Network,thedesignnetwork.com,0.015
2021-09-12,Rakuten,Design Within Reach,designwithinreach.com,0.01
2021-09-12,Rakuten,DesignCrowd,designcrowd.com,nan
2021-09-12,Rakuten,Desigual,desigual.com,0.04
2021-09-12,Rakuten,Dessy Group,dessy.com,0.025
2021-09-12,Rakuten,Deux par Deux,deuxpardeux.com,0.02
2021-09-12,Rakuten,Di Bruno Bros,dibruno.com,0.03
2021-09-12,Rakuten,Dia & Co,dia.com,0.03
2021-09-12,Rakuten,Diane von Furstenberg DVF,dianevonfurstenberg.com,0.03
2021-09-12,Rakuten,Diapers.com,diapers.com,nan
2021-09-12,Rakuten,Dick's Sporting Goods,dickssportinggoods.com,0.01
2021-09-12,Rakuten,Diet Direct,dietdirect.com,0.05
2021-09-12,Rakuten,DIFF Eyewear,diffeyewear.com,0.025
2021-09-12,Rakuten,DigitalBuyer.com,digitalbuyer.com,0.025
2021-09-12,Rakuten,Diono,diono.com,0.02
2021-09-12,Rakuten,DIRECTV STREAM,directvstream.com,75
2021-09-12,Rakuten,Discount Filter Store,discountfilterstore.com,0.025
2021-09-12,Rakuten,Discount Ramps,discountramps.com,0.04
2021-09-12,Rakuten,Discount School Supply,discountschoolsupply.com,0.01
2021-09-12,Rakuten,Discount Surgical,discountsurgical.com,0.04
2021-09-12,Rakuten,Discount Tire Direct,discounttireamericastire.com,0.03
2021-09-12,Rakuten,DiscountContactLenses.com,discountcontactlenses.com,0.05
2021-09-12,Rakuten,DiscountFilters.com,discountfilters.com,0.025
2021-09-12,Rakuten,DiscountGlasses.com,discountglasses.com,0.075
2021-09-12,Rakuten,Discovery Cove,discoverycove.com,0.025
2021-09-12,Rakuten,DISH Network,dishsatellitetv.com,75
2021-09-12,Rakuten,Disney+,disneyplus.com,15
2021-09-12,Rakuten,District 5 Boutique,district5boutique.com,0.08
2021-09-12,Rakuten,DKNY,dkny.com,0.075
2021-09-12,Rakuten,DL1961,dl1961.com,0.05
2021-09-12,Rakuten,Dockers,dockers.com,0.025
2021-09-12,Rakuten,Dogeared,dogeared.com,0.02
2021-09-12,Rakuten,Dolce & Gabbana,dolcegabbana.com,nan
2021-09-12,Rakuten,Dolce Vita,dolcevita.com,0.03
2021-09-12,Rakuten,Dollar General,dollargeneral.com,0.02
2021-09-12,Rakuten,Dollar Rent-A-Car,dollarrentacar.com,0.03
2021-09-12,Rakuten,Dollar Shave Club,dollarshaveclub.com,0.05
2021-09-12,Rakuten,Dollar Tree,dollartree.com,0.01
2021-09-12,Rakuten,DollarDays,dollardays.com,0.01
2021-09-12,Rakuten,Domain.com,domain.com,0.1
2021-09-12,Rakuten,Domestify,domestify.com,0.02
2021-09-12,Rakuten,Domino's,dominos.com,nan
2021-09-12,Rakuten,DonJoy Performance,donjoyperformance.com,0.03
2021-09-12,Rakuten,Dooney & Bourke,dooneybourke.com,0.04
2021-09-12,Rakuten,DoorDash,doordash.com,nan
2021-09-12,Rakuten,DoorDash Driver,doordash-driver.com,50
2021-09-12,Rakuten,Dormify,dormify.com,0.04
2021-09-12,Rakuten,Dot&Bo,dotandbo.com,nan
2021-09-12,Rakuten,DR-HO'S,drhonow.com,0.03
2021-09-12,Rakuten,Dr. Axe,draxe.com,0.025
2021-09-12,Rakuten,Dr. Berg,drberg.com,0.06
2021-09-12,Rakuten,dr. brandt skincare,drbrandtskincare.com,0.08
2021-09-12,Rakuten,Dr. Brite,drbrite.com,0.025
2021-09-12,Rakuten,Dr. Comfort,drcomfort.com,0.03
2021-09-12,Rakuten,Dr. Fuhrman,drfuhrman.com,0.05
2021-09-12,Rakuten,Dr. Jart,us.drjart.com,0.03
2021-09-12,Rakuten,Dr. Kellyann,drkellyannstore.com,0.075
2021-09-12,Rakuten,Dr. Leonard's Healthcare,drleonardshealthcare.com,0.04
2021-09-12,Rakuten,Dr. Martens,drmartens.com,0.02
2021-09-12,Rakuten,Dr. Scholl's Foot Care,drscholls.com,0.04
2021-09-12,Rakuten,Dr. Scholls Shoes,drschollsshoes.com,0.03
2021-09-12,Rakuten,Dr. Schulze,herbdoc.com,0.03
2021-09-12,Rakuten,Dr. Squatch,drsquatch.com,0.03
2021-09-12,Rakuten,Draper James,draperjames.com,0.02
2021-09-12,Rakuten,Draper's & Damon's,drapersanddamons.com,0.025
2021-09-12,Rakuten,Dream Products Catalog,dreamproductscatalog.com,0.04
2021-09-12,Rakuten,Dreamcloud Mattress,dreamcloudsleep.com,0.06
2021-09-12,Rakuten,Dress Lily,dresslily.com,0.06
2021-09-12,Rakuten,dressbarn,dressbarn.com,0.02
2021-09-12,Rakuten,Driftaway Coffee,driftawaycoffee.com,0.035
2021-09-12,Rakuten,Drizly Alcohol,drizly.com,nan
2021-09-12,Rakuten,DroneNerds.com,dronenerds.com,0.035
2021-09-12,Rakuten,DS18,ds18.com,0.02
2021-09-12,Rakuten,DTLR-VILLA,dtlr.com,0.015
2021-09-12,Rakuten,Duer,shopduer.com,0.025
2021-09-12,Rakuten,Duluth Trading Co,duluthtrading.com,0.01
2021-09-12,Rakuten,Dun & Bradstreet,dnb.com,0.105
2021-09-12,Rakuten,Duradry,duradry.com,0.05
2021-09-12,Rakuten,DXL,dxl.com,0.01
2021-09-12,Rakuten,Dylan's Candy Bar,dylanscandybar.com,0.03
2021-09-12,Rakuten,Dyson,dyson.com,0.01
2021-09-12,Rakuten,e-File,efile.com,0.28
2021-09-12,Rakuten,E-Z UP,ezup.com,0.02
2021-09-12,Rakuten,e.l.f. Cosmetics,elfcosmetics.com,0.05
2021-09-12,Rakuten,Eagle Creek,eaglecreek.com,0.02
2021-09-12,Rakuten,Eagle Eyes Optics,eagleeyes.com,0.04
2021-09-12,Rakuten,Eaglemoss,shop.eaglemoss.com,0.035
2021-09-12,Rakuten,East Dane,eastdane.com,0.04
2021-09-12,Rakuten,Eastbay,eastbay.com,0.03
2021-09-12,Rakuten,Eastern Mountain Sports,easternmountainsports.com,nan
2021-09-12,Rakuten,Easy Canvas Prints,easycanvasprints.com,0.015
2021-09-12,Rakuten,Easy Spirit,easyspirit.com,0.01
2021-09-12,Rakuten,EasyClosets,easyclosets.com,0.01
2021-09-12,Rakuten,EasyGarage,easygaragestorage.com,0.01
2021-09-12,Rakuten,eBags,ebags.com,0.05
2021-09-12,Rakuten,eBay,ebay,0.01
2021-09-12,Rakuten,eberjey,eberjey.com,0.03
2021-09-12,Rakuten,eCampus.com,ecampus.com,0.035
2021-09-12,Rakuten,ECCO,ecco.com,0.02
2021-09-12,Rakuten,ecobee,ecobee.com,0.04
2021-09-12,Rakuten,Econo Lodge by Choice Hotels,econolodge.com,0.03
2021-09-12,Rakuten,The Economist,economist.com,3
2021-09-12,Rakuten,Ecosa,ecosa.com,0.03
2021-09-12,Rakuten,eCreamery,ecreamery.com,0.025
2021-09-12,Rakuten,Eczema Honey,eczemahoneyco.com,0.025
2021-09-12,Rakuten,EDCskincare,essentialdermcare.com,0.025
2021-09-12,Rakuten,Eddie Bauer,eddiebauer.com,0.01
2021-09-12,Rakuten,Eden Brothers,edenbrothers.com,0.025
2021-09-12,Rakuten,Edible Arrangements,ediblearrangements.com,0.01
2021-09-12,Rakuten,edX,edx.com,0.025
2021-09-12,Rakuten,Effy Jewelry,effyjewelry.com,0.02
2021-09-12,Rakuten,eFollett,efollett.com,nan
2021-09-12,Rakuten,EGO Shoes,egoshoes.com,0.03
2021-09-12,Rakuten,eharmony,eharmony.com,0.15
2021-09-12,Rakuten,Eight Sleep,eight.com,0.03
2021-09-12,Rakuten,EILEEN FISHER,eileenfisher.com,0.02
2021-09-12,Rakuten,Ekrin Athletics,ekrinathletics.com,0.035
2021-09-12,Rakuten,Electric,electriccalifornia.com,0.08
2021-09-12,Rakuten,Electronic Express,electronicexpress.com,0.02
2021-09-12,Rakuten,ELEMIS,elemis.com,0.03
2021-09-12,Rakuten,Eleonora Bonucci,eleonorabonucci.com,0.075
2021-09-12,Rakuten,Elie Tahari,elietahari.com,0.02
2021-09-12,Rakuten,Elixinol,elixinol.com,0.075
2021-09-12,Rakuten,Elizabeth Arden,elizabetharden.com,0.05
2021-09-12,Rakuten,Ella Paradis,ellaparadis.com,0.05
2021-09-12,Rakuten,ellos,ellos.com,nan
2021-09-12,Rakuten,ELOQUII,eloquii.com,0.01
2021-09-12,Rakuten,eLuxury.com,eluxury.com,0.1
2021-09-12,Rakuten,eManualOnline,emanualonline.com,0.075
2021-09-12,Rakuten,Embark Veterinary,embarkvet.com,0.03
2021-09-12,Rakuten,Embr Labs,embrlabs.com,0.055
2021-09-12,Rakuten,Emirates,emirates.com,nan
2021-09-12,Rakuten,Emma Mattress,emma-mattress.com,0.06
2021-09-12,Rakuten,EMPORIO ARMANI,armani.com,0.03
2021-09-12,Rakuten,eNasco,enasco.com,0.025
2021-09-12,Rakuten,EnergyFirst,energyfirst.com,0.015
2021-09-12,Rakuten,Enfamil,enfamil.com,0.01
2021-09-12,Rakuten,Engel Coolers,engelcoolers.com,0.01
2021-09-12,Rakuten,Enjoy Flowers,enjoyflowers.com,0.075
