Date,Source,Merchant,Site,Discount
2021-09-12,Rakuten,Enro,enro.com,0.03
2021-09-12,Rakuten,ENSEMBL,getensembl.com,0.06
2021-09-12,Rakuten,Enso Rings,ensorings.com,0.02
2021-09-12,Rakuten,Entertainment Earth,entertainmentearth.com,0.03
2021-09-12,Rakuten,Entertainment.com,entertainment.com,0.1
2021-09-12,Rakuten,Entirely Pets,entirelypets.com,0.03
2021-09-12,Rakuten,EntirelyPets Pharmacy,entirelypetspharmacy.com,0.03
2021-09-12,Rakuten,Entireworld,theentireworld.com,0.025
2021-09-12,Rakuten,ENVE Composites,enve.com,0.03
2021-09-12,Rakuten,ePackageSupply.com,epackagesupply.com,0.035
2021-09-12,Rakuten,Epic!,getepic.com,nan
2021-09-12,Rakuten,ePlanters,eplanters.com,0.04
2021-09-12,Rakuten,ePromos,epromos.com,0.01
2021-09-12,Rakuten,Epson Store,epsonstore.com,0.015
2021-09-12,Rakuten,ePumps,epumps.com,0.015
2021-09-12,Rakuten,Equestrian Collections,equestriancollections.com,0.025
2021-09-12,Rakuten,EquiLife,equi-ife.com,0.035
2021-09-12,Rakuten,Equipment,equipmentfr.com,0.05
2021-09-12,Rakuten,Ergo Desktop,ergodesktop.com,0.05
2021-09-12,Rakuten,Ergoal,ergoal.com,0.02
2021-09-12,Rakuten,ergobaby,ergobaby.com,0.02
2021-09-12,Rakuten,Ergotron,ergotron.com,0.015
2021-09-12,Rakuten,Erin Condren,erincondren.com,0.01
2021-09-12,Rakuten,Erno Laszlo,ernolaszlo.com,0.04
2021-09-12,Rakuten,eSaleRugs,esalerugs.com,nan
2021-09-12,Rakuten,ESET,eset.com,0.1
2021-09-12,Rakuten,eSmart Tax,esmarttax.com,0.05
2021-09-12,Rakuten,ESPA,espaskincare.com,0.035
2021-09-12,Rakuten,Especially Yours,especiallyyours.com,0.01
2021-09-12,Rakuten,ESPN+,watch-espnplus.com,10
2021-09-12,Rakuten,Estée Lauder,esteelauder.com,0.03
2021-09-12,Rakuten,Eternity Modern,eternitymodern.com,0.025
2021-09-12,Rakuten,Ethel M. Chocolates,ethelm.com,0.075
2021-09-12,Rakuten,Etihad Airways,etihadairways.com,0.01
2021-09-12,Rakuten,Etsy,etsy.com,nan
2021-09-12,Rakuten,Ettika,ettika.com,0.075
2021-09-12,Rakuten,ettitude,ettitude.com,0.03
2021-09-12,Rakuten,Eu Natural,store.eunatural.com,0.025
2021-09-12,Rakuten,Europcar,europcar.com,0.035
2021-09-12,Rakuten,Evan Evans,evanevanstours.com,0.035
2021-09-12,Rakuten,Evan-Moor,evanmoor.com,0.035
2021-09-12,Rakuten,Eve's Addiction Jewelry,evesaddictionjewelry.com,0.05
2021-09-12,Rakuten,EVEN Hotels by IHG,evenhotels.com,0.03
2021-09-12,Rakuten,Evening Collective,eveningcollective.com,0.06
2021-09-12,Rakuten,Event Decor Direct,eventdecordirect.com,0.035
2021-09-12,Rakuten,Ever New Melbourne,evernewus.com,0.035
2021-09-12,Rakuten,Ever-Pretty,ever-pretty.com,0.05
2021-09-12,Rakuten,Everlast,everlast.com,0.025
2021-09-12,Rakuten,Everlywell,everlywell.com,0.03
2021-09-12,Rakuten,Every Man Jack,everymanjack.com,0.04
2021-09-12,Rakuten,EveryDrop,everydropwater.com,0.04
2021-09-12,Rakuten,EveryMarket,everymarket.com,0.03
2021-09-12,Rakuten,EveryPlate,everyplate.com,7.5
2021-09-12,Rakuten,Everything But Water,everythingbutwater.com,0.03
2021-09-12,Rakuten,eVitamins,evitamins.com,0.03
2021-09-12,Rakuten,Evolvetogether,evolvetogether.com,0.04
2021-09-12,Rakuten,EvoShield,evoshield.com,0.02
2021-09-12,Rakuten,Exam Edge,examedge.com,0.09
2021-09-12,Rakuten,exante,exantediet.com,0.1
2021-09-12,Rakuten,ExOfficio,exofficio.com,0.025
2021-09-12,Rakuten,Expedia,expedia.com,0.035
2021-09-12,Rakuten,Experian,experian.com,nan
2021-09-12,Rakuten,EXPRESS,express.com,0.04
2021-09-12,Rakuten,EXPRESS Factory Outlet,expressfactoryoutlet.com,nan
2021-09-12,Rakuten,Extended Stay America,extendedstayamerica.com,0.06
2021-09-12,Rakuten,Exuviance,exuviance.com,0.05
2021-09-12,Rakuten,EyeBuyDirect.com,eyebuydirect.com,0.05
2021-09-12,Rakuten,Eyeconic,eyeconic.com,0.01
2021-09-12,Rakuten,Eyeglasses.com,eyeglasses.com,0.06
2021-09-12,Rakuten,Eyeko,eyeko.com,0.05
2021-09-12,Rakuten,EZ Prints,ezprints.com,0.025
2021-09-12,Rakuten,ezpz,ezpzfun.com,0.04
2021-09-12,Rakuten,Fabletics,fabletics.com,7.5
2021-09-12,Rakuten,Fabric.com,fabric.com,nan
2021-09-12,Rakuten,FaceTory,facetory.com,0.035
2021-09-12,Rakuten,Factor 75,factor75.com,0.2
2021-09-12,Rakuten,Factory Direct Filters,factorydirectfilters.com,0.04
2021-09-12,Rakuten,Factory Outlet Store,factoryoutletstore.com,0.01
2021-09-12,Rakuten,Fairfield Inn,fairfieldinn.com,0.04
2021-09-12,Rakuten,Fairmont Hotels and Resorts,fairmonthotelsandresorts.com,0.025
2021-09-12,Rakuten,Fairway Golf,fairwaygolfusa.com,0.075
2021-09-12,Rakuten,Falconeri,falconeri.com,0.06
2021-09-12,Rakuten,Famous Dave's,famousdaves.com,0.02
2021-09-12,Rakuten,Famous Footwear,famousfootwear.com,0.01
2021-09-12,Rakuten,Fanatics,fanatics.com,0.01
2021-09-12,Rakuten,Fancy Sprinkles,fancysprinkles.com,0.035
2021-09-12,Rakuten,Fandango,fandango.com,0.015
2021-09-12,Rakuten,FansEdge,fansedge.com,0.01
2021-09-12,Rakuten,FARFETCH,farfetch.com,0.01
2021-09-12,Rakuten,Farmacy,farmacybeauty.com,0.05
2021-09-12,Rakuten,FarmFoods,farmfoodsmarket.com,0.02
2021-09-12,Rakuten,Fashion to Figure,fashiontofigure.com,0.01
2021-09-12,Rakuten,Fast Bar,fastbar.com,0.075
2021-09-12,Rakuten,Fat Brain Toys,fatbraintoys.com,0.04
2021-09-12,Rakuten,Fathead,fathead.com,0.025
2021-09-12,Rakuten,Faux Panels,fauxpanels.com,0.015
2021-09-12,Rakuten,Favorite Daughter,shopfavoritedaughter.com,0.04
2021-09-12,Rakuten,FedEx Office,fedex.com,0.025
2021-09-12,Rakuten,FEED,feedprojects.com,0.015
2021-09-12,Rakuten,The Feed,thefeed.com,nan
2021-09-12,Rakuten,FeelGood Store,feelgoodstore.com,0.025
2021-09-12,Rakuten,Feelunique,feelunique.com,0.06
2021-09-12,Rakuten,Felina,felina.com,0.05
2021-09-12,Rakuten,Felix Gray,felixgray.com,0.02
2021-09-12,Rakuten,Felt Paper Scissors,feltpaperscissors.com,0.025
2021-09-12,Rakuten,Fender Play,fenderplay.com,2.5
2021-09-12,Rakuten,Fenty Beauty + Fenty Skin,fentybeauty.com,0.02
2021-09-12,Rakuten,Field & Stream,fieldandstreamshop.com,0.05
2021-09-12,Rakuten,Field Supply,fieldsupply.com,0.035
2021-09-12,Rakuten,Find Your Trainer,findyourtrainer.com,7.5
2021-09-12,Rakuten,FinditParts,finditparts.com,0.03
2021-09-12,Rakuten,Fingerhut,fingerhut.com,nan
2021-09-12,Rakuten,Finish Line,finishline.com,0.03
2021-09-12,Rakuten,Firestone,firestone.com,nan
2021-09-12,Rakuten,First Aid Beauty,firstaidbeauty.com,0.04
2021-09-12,Rakuten,Firstleaf,firstleaf-club.com,0.05
2021-09-12,Rakuten,Fisher Price,fisher-price.com,nan
2021-09-12,Rakuten,FishUSA,fishusa.com,0.03
2021-09-12,Rakuten,FitFlop,fitflop.com,0.06
2021-09-12,Rakuten,FitTrack,getfittrack.com,0.035
2021-09-12,Rakuten,Five Star,fivestar.com,nan
2021-09-12,Rakuten,Flamingo,flamingo.com,nan
2021-09-12,Rakuten,Flamingo Las Vegas,flamingolasvegas.com,0.025
2021-09-12,Rakuten,FlashlightDealer.com,flashlightdealer.com,0.015
2021-09-12,Rakuten,Flat Tummy Co,flattummyco.com,0.05
2021-09-12,Rakuten,Fleet Feet,fleetfeet.com,0.025
2021-09-12,Rakuten,Flex Watches,flexwatches.com,0.05
2021-09-12,Rakuten,Flexibits,flexibits.com,0.25
2021-09-12,Rakuten,FlexJobs,flexjobs.com,0.05
2021-09-12,Rakuten,Flexshopper,flexshopper.com,12.5
2021-09-12,Rakuten,FlightGuru,flightguru.com,2.5
2021-09-12,Rakuten,FLIR Systems,flir.com,0.04
2021-09-12,Rakuten,Florsheim,florsheim.com,0.025
2021-09-12,Rakuten,FLOS,flos.com,nan
2021-09-12,Rakuten,Flower Beauty,flowerbeauty.com,0.03
2021-09-12,Rakuten,Flowers by Florists.com,florists.com,0.15
2021-09-12,Rakuten,FlowerShopping.com,flowershopping.com,0.03
2021-09-12,Rakuten,FOCO,foco.com,0.04
2021-09-12,Rakuten,Focus Camera,focuscamera.com,0.015
2021-09-12,Rakuten,Focus Factor,focusfactor.com,0.05
2021-09-12,Rakuten,Follain,follain.com,0.04
2021-09-12,Rakuten,Food Lion,shop-foodlion.com,1
2021-09-12,Rakuten,Food Saver,foodsaver.com,0.015
2021-09-12,Rakuten,Food52,food52.com,0.02
2021-09-12,Rakuten,Foot Locker,footlocker.com,0.04
2021-09-12,Rakuten,Footaction,footaction.com,0.03
2021-09-12,Rakuten,FootJoy,footjoy.com,0.025
2021-09-12,Rakuten,For Days,fordays.com,0.03
2021-09-12,Rakuten,Forbes & Lewis,forbesandlewis.com,0.05
2021-09-12,Rakuten,FOREO,foreo.com,0.02
2021-09-12,Rakuten,Forever 21,forever21.com,0.1
2021-09-12,Rakuten,Forward by Elyse Walker,forwardbyelysewalker.com,0.05
2021-09-12,Rakuten,FOSSIL,fossil.com,0.02
2021-09-12,Rakuten,Fox Racing,foxracing.com,0.025
2021-09-12,Rakuten,Fox Rent-a-Car,foxrentacar.com,0.02
2021-09-12,Rakuten,Foxcroft,foxcroftcollection.com,0.025
2021-09-12,Rakuten,FoxyBae,foxybae.com,0.05
2021-09-12,Rakuten,FragranceNet.com,fragrancenet.com,0.01
2021-09-12,Rakuten,FragranceX,fragrancex.com,0.015
2021-09-12,Rakuten,Framebridge,framebridge.com,0.01
2021-09-12,Rakuten,FramedArt.com,framedart.com,0.04
2021-09-12,Rakuten,FramesDirect,framesdirect.com,0.03
2021-09-12,Rakuten,francesca’s,francescas.com,0.025
2021-09-12,Rakuten,Franco Sarto,francosarto.com,0.03
2021-09-12,Rakuten,Frank And Oak,frankandoak.com,0.035
2021-09-12,Rakuten,Franklin Planner,franklinplanner.com,0.06
2021-09-12,Rakuten,Frasier Sterling,frasiersterling.com,0.02
2021-09-12,Rakuten,Fred Meyer Jewelers,fredmeyerjewelers.com,0.075
2021-09-12,Rakuten,Frederick's of Hollywood,fredericksofhollywood.com,0.04
2021-09-12,Rakuten,Free Logo Services,freelogoservices.com,0.06
2021-09-12,Rakuten,Free People,freepeople.com,0.01
2021-09-12,Rakuten,Free Tax USA,freetaxusa.com,0.075
2021-09-12,Rakuten,French Connection,frenchconnection.com,0.03
2021-09-12,Rakuten,Frenchtoast.com,frenchtoast.com,0.025
2021-09-12,Rakuten,fresh,fresh.com,0.025
2021-09-12,Rakuten,Fresh Clean Tees,freshcleantees.com,0.04
2021-09-12,Rakuten,Fresh Pawz,freshpawz.com,0.05
2021-09-12,Rakuten,Freshly,freshly.com,20
2021-09-12,Rakuten,Freshpair,freshpair.com,0.01
2021-09-12,Rakuten,Frette,frette.com,0.03
2021-09-12,Rakuten,The FretWire,thefretwire.com,0.025
2021-09-12,Rakuten,FREY,frey.com,0.04
2021-09-12,Rakuten,Frmoda,www.frmoda.com,0.065
2021-09-12,Rakuten,From You Flowers,fromyouflowers.com,0.15
2021-09-12,Rakuten,Frontera.com,frontera.com,0.05
2021-09-12,Rakuten,FrontPoint Home Security,frontpointsecurity.com,62.5
2021-09-12,Rakuten,Fruit Bouquets by 1800Flowers.com,fruitbouquets.com,0.04
2021-09-12,Rakuten,The Fruit Company,thefruitcompany.com,0.015
2021-09-12,Rakuten,The Frye Company,thefryecompany.com,0.05
2021-09-12,Rakuten,FSA Store,fsastore.com,0.02
2021-09-12,Rakuten,FTD Flowers,ftd.com,0.05
2021-09-12,Rakuten,Fulton Fish Market,fultonfishmarket.com,0.025
2021-09-12,Rakuten,Fun.com,fun.com,0.06
2021-09-12,Rakuten,Funjet Vacations,funjet.com,0.01
2021-09-12,Rakuten,Furbo Dog Camera,furbo.com,0.04
2021-09-12,Rakuten,Furhaven Pet Products,furhaven.com,0.065
2021-09-12,Rakuten,Future Fitness,future-co.com,0.5
2021-09-12,Rakuten,Fuzzy,yourfuzzy.com,0.075
2021-09-12,Rakuten,G by GUESS,gbyguess.com,nan
2021-09-12,Rakuten,G-Form,g-form.com,0.05
2021-09-12,Rakuten,G-Star RAW,g-star.com,0.06
2021-09-12,Rakuten,G.H. Bass and Co.,ghbass.com,0.04
2021-09-12,Rakuten,G/Fore,gfore.com,0.03
2021-09-12,Rakuten,Gabb Wireless,gabbwireless.com,0.05
2021-09-12,Rakuten,Gaffos.com,gaffos.com,0.04
2021-09-12,Rakuten,Gaia,gaia.com,nan
2021-09-12,Rakuten,Gaia Herbs,gaiaherbs.com,0.015
2021-09-12,Rakuten,Gaiam,gaiam.com,nan
2021-09-12,Rakuten,The Gallery Collection,thegallerycollection.com,0.02
2021-09-12,Rakuten,GameFly,gamefly.com,0.05
2021-09-12,Rakuten,GameStop,gamestop.com,0.025
2021-09-12,Rakuten,Gander Outdoors,ganderoutdoors.com,0.02
2021-09-12,Rakuten,Ganni,ganni.com,0.04
2021-09-12,Rakuten,Gap,gap.com,0.06
2021-09-12,Rakuten,Gap Canada,gapcanada.com,0.02
2021-09-12,Rakuten,Gap Factory,gapfactory.com,0.06
2021-09-12,Rakuten,Gap Kids,gapkids.com,0.06
2021-09-12,Rakuten,Gap Maternity,gapmaternity.com,0.06
2021-09-12,Rakuten,Garmin,garmin.com,0.035
2021-09-12,Rakuten,Garrett Wade,garrettwade.com,0.05
2021-09-12,Rakuten,Gazelle,gazelle.com,0.015
2021-09-12,Rakuten,GearBest,gearbest.com,nan
2021-09-12,Rakuten,GelPro,gelpro.com,0.01
2021-09-12,Rakuten,Gem-Water,gem-water.com,0.05
2021-09-12,Rakuten,Gemvara,gemvara.com,0.02
2021-09-12,Rakuten,Gerber Childrenswear,gerberchildrenswear.com,0.03
2021-09-12,Rakuten,Get Maine Lobster,getmainelobster.com,0.025
2021-09-12,Rakuten,Getzs,getzs.com,0.04
2021-09-12,Rakuten,ghd,ghdhair.com,0.025
2021-09-12,Rakuten,Ghirardelli Chocolate,ghirardellichocolate.com,0.04
2021-09-12,Rakuten,GHOST DEMOCRACY,ghostdemocracy.com,0.075
2021-09-12,Rakuten,GhostBed,ghostbed.com,nan
2021-09-12,Rakuten,Giant Food,giantfood.com,5.6
2021-09-12,Rakuten,GiftBasket.com,giftbasket.com,0.02
2021-09-12,Rakuten,GiftCardMall.com,giftcardmall.com,0.01
2021-09-12,Rakuten,GiftCards.com,giftcards.com,0.01
2021-09-12,Rakuten,Gifts For You Now,giftsforyounow.com,0.075
2021-09-12,Rakuten,GiftTree,gifttree.com,0.045
2021-09-12,Rakuten,giggle,giggle.com,0.04
2021-09-12,Rakuten,GIGLIO.COM,giglio.com,0.05
2021-09-12,Rakuten,Gillette on Demand,ondemand-gillette.com,0.07
2021-09-12,Rakuten,Gilt,giltgroupe.com,0.01
2021-09-12,Rakuten,Gilt City,giltcity.com,nan
2021-09-12,Rakuten,Giuseppe Zanotti,giuseppezanotti.com,0.03
2021-09-12,Rakuten,Gladskin,gladskin.com,0.04
2021-09-12,Rakuten,GLAMGLOW,glamglow.com,0.04
2021-09-12,Rakuten,Glamorise,glamorise.com,0.075
2021-09-12,Rakuten,Glasses Shop,glassesshop.com,0.1
2021-09-12,Rakuten,Glasses.com,glasses.com,0.07
2021-09-12,Rakuten,GlassesUSA,glassesusa.com,0.05
2021-09-12,Rakuten,Gleamin,gleamin.com,0.03
2021-09-12,Rakuten,GlobeIn,globein.com,0.02
2021-09-12,Rakuten,Glossier,glossier.com,0.025
2021-09-12,Rakuten,Glossybox.com,glossybox.com,0.03
2021-09-12,Rakuten,Glow Recipe,glowrecipe.com,0.03
2021-09-12,Rakuten,Glyde,glyde.com,0.02
2021-09-12,Rakuten,Glytone,glytone-usa.com,0.04
2021-09-12,Rakuten,GNC,gnc.com,0.03
2021-09-12,Rakuten,Go Airlink,goairlink.com,0.05
2021-09-12,Rakuten,Go City Card,gocitycard.com,0.03
2021-09-12,Rakuten,Go-To Skin Care,us-gotoskincare.com,0.03
2021-09-12,Rakuten,Gobble,gobble.com,15
2021-09-12,Rakuten,GoDaddy,godaddy.com,0.025
2021-09-12,Rakuten,Godiva,godiva.com,0.01
2021-09-12,Rakuten,Gold Medal Wine Club,goldmedalwineclub.com,0.025
2021-09-12,Rakuten,Goldbelly,goldbelly.com,0.01
2021-09-12,Rakuten,Golf Apparel Shop,golfapparelshop.com,0.025
2021-09-12,Rakuten,Golf Galaxy,golfgalaxy.com,0.015
2021-09-12,Rakuten,Goli,goli.com,0.02
2021-09-12,Rakuten,Good American,goodamerican.com,0.01
2021-09-12,Rakuten,Good Morning Snore Solution,goodmorningsnoresolution.com,0.125
2021-09-12,Rakuten,Good Sam Club,goodsamclub.com,7.5
2021-09-12,Rakuten,Good Sam Roadside Assistance,goodsamroadside.com,7.5
2021-09-12,Rakuten,Good Sam Travel Assist,goodsamtravelassist.com,7.5
2021-09-12,Rakuten,Goodyear,goodyear.com,0.03
2021-09-12,Rakuten,Goop,goop.com,0.02
2021-09-12,Rakuten,GoPro,gopro.com,0.015
2021-09-12,Rakuten,Gopuff,gopuff.com,0.075
2021-09-12,Rakuten,gorjana,gorjana.com,0.03
2021-09-12,Rakuten,Gourmesso,gourmesso.com,0.06
2021-09-12,Rakuten,Gourmet Gift Baskets,gourmetgiftbaskets.com,0.04
2021-09-12,Rakuten,Graco,gracobaby.com,0.015
2021-09-12,Rakuten,Grafomap,grafomap.com,nan
2021-09-12,Rakuten,Graham & Brown,grahambrown.com,0.025
2021-09-12,Rakuten,Grande Cosmetics,grandecosmetics.com,0.025
2021-09-12,Rakuten,Grasshoppers,grasshoppers.com,0.03
2021-09-12,Rakuten,The Great Courses,thegreatcourses.com,0.025
2021-09-12,Rakuten,Great Value Vacations,greatvaluevacations.com,0.015
2021-09-12,Rakuten,Great Wolf Lodge,greatwolf.com,0.015
2021-09-12,Rakuten,Greats,greats.com,0.025
2021-09-12,Rakuten,Green Chef,greenchef.com,0.225
2021-09-12,Rakuten,Green Man Gaming,greenmangaming.com,0.02
2021-09-12,Rakuten,GreenPharm,greenpharm.com,0.025
2021-09-12,Rakuten,Greenvelope,greenvelope.com,0.015
2021-09-12,Rakuten,Greetabl,greetabl.com,0.055
2021-09-12,Rakuten,Greeting Card Universe,greetingcarduniverse.com,0.035
2021-09-12,Rakuten,The Grommet,thegrommet.com,0.01
2021-09-12,Rakuten,Groupon,groupon.htm,0.04
2021-09-12,Rakuten,Groupon Getaways,groupongetaways.com,0.03
2021-09-12,Rakuten,Grove Collaborative,grove.com,0.02
2021-09-12,Rakuten,Grow Gorgeous,growgorgeous.com,0.035
2021-09-12,Rakuten,Grubhub,grubhub.com,0.11
2021-09-12,Rakuten,Grunt Style,gruntstyle.com,0.03
2021-09-12,Rakuten,Gucci,gucci.com,nan
2021-09-12,Rakuten,GUESS,guess.com,0.04
2021-09-12,Rakuten,GUESS Factory,guessfactory.com,0.04
2021-09-12,Rakuten,GUNNAR Optiks,gunnaroptiks.com,0.05
2021-09-12,Rakuten,Gwynnie Bee,gwynniebee.com,27.5
2021-09-12,Rakuten,Gymboree,gymboree.com,0.015
2021-09-12,Rakuten,H&M,hm.com,0.03
2021-09-12,Rakuten,H&R Block Tax Prep,hrblock.com,nan
2021-09-12,Rakuten,Haband,haband.com,0.025
2021-09-12,Rakuten,Haggar.com,haggar.com,0.04
2021-09-12,Rakuten,Hair.com,hair.com,0.05
2021-09-12,Rakuten,Hairstory,hairstory.com,0.03
2021-09-12,Rakuten,Hale Bob,halebob.com,0.015
2021-09-12,Rakuten,Hallelujah Diet,shop.myhdiet.com,0.04
2021-09-12,Rakuten,The Halloween Spot,thehalloweenspot.com,0.05
2021-09-12,Rakuten,HalloweenCostumes.com,halloweencostumes.com,0.06
2021-09-12,Rakuten,Halston Heritage,halston.com,0.03
2021-09-12,Rakuten,Hamama,hamama.com,0.035
2021-09-12,Rakuten,Hamilton Beach,hamiltonbeach.com,0.03
2021-09-12,Rakuten,Hammacher Schlemmer,hammacher.com,0.04
2021-09-12,Rakuten,Hammes Notre Dame Bookstore,hammesnotredamebookstore.com,nan
2021-09-12,Rakuten,Hammitt,hammitt.com,0.015
2021-09-12,Rakuten,Hampden,hampdenclothing.com,0.04
2021-09-12,Rakuten,Handy,handy.com,nan
2021-09-12,Rakuten,Hanes,hanes.com,0.02
2021-09-12,Rakuten,Hanky Panky,hankypanky.com,0.04
2021-09-12,Rakuten,Hanna Andersson,hannaandersson.com,0.01
2021-09-12,Rakuten,Hansen Wholesale,hansenwholesale.com,0.04
2021-09-12,Rakuten,Happiest Baby,happiestbaby.com,25
2021-09-12,Rakuten,Happsy,happsy.com,0.02
2021-09-12,Rakuten,The Happy Planner,thehappyplanner.com,0.02
2021-09-12,Rakuten,Happy Socks,happysocks.com,0.05
2021-09-12,Rakuten,Harbinger,harbingerfitness-implus.com,0.035
2021-09-12,Rakuten,Hard Tail Forever,hardtailforever.com,0.05
2021-09-12,Rakuten,The Hardware City,thehardwarecity.com,nan
2021-09-12,Rakuten,Harley Davidson Footwear,harley-davidsonfootwear.com,0.015
2021-09-12,Rakuten,Harman Kardon,harmankardon.com,0.03
2021-09-12,Rakuten,Harmon Face Values,harmondiscount.com,nan
2021-09-12,Rakuten,Harney & Sons,harney.com,0.03
2021-09-12,Rakuten,Harrah's Las Vegas,harrahslasvegas.com,0.025
2021-09-12,Rakuten,Harrah's Laughlin,harrahslaughlin.com,0.025
2021-09-12,Rakuten,Harrah's Resort Atlantic City,harrahsresortatlanticcity.com,0.025
2021-09-12,Rakuten,Harrods,harrods.com,0.02
2021-09-12,Rakuten,Harry and David,harryanddavid.com,0.025
2021-09-12,Rakuten,Harry's Razors,harrys.com,0.125
2021-09-12,Rakuten,Harvey Nichols,harveynichols.com,0.04
2021-09-12,Rakuten,Harvey's Lake Tahoe,harveyslaketahoe.com,0.025
2021-09-12,Rakuten,Hatch,hatch-co.com,0.03
2021-09-12,Rakuten,HATCH,hatchcollection.com,0.04
2021-09-12,Rakuten,Hatley,hatley.com,0.02
2021-09-12,Rakuten,Hats.com,hats.com,0.05
2021-09-12,Rakuten,Havaianas,havaianas.com,0.04
2021-09-12,Rakuten,Havenly,havenly.com,2.5
2021-09-12,Rakuten,Hawaiian Airlines,hawaiianairlines.com,3
2021-09-12,Rakuten,Hawes & Curtis,hawesandcurtis.com,0.04
2021-09-12,Rakuten,Hawthorne,hawthorne-co.com,0.05
2021-09-12,Rakuten,Hayneedle,hayneedle.com,nan
2021-09-12,Rakuten,HBO Max,hbomax.com,16
2021-09-12,Rakuten,HBX,hbx.com,0.03
2021-09-12,Rakuten,Headout,headout.com,0.01
2021-09-12,Rakuten,Health-Ade,health-ade.com,0.025
2021-09-12,Rakuten,Healthy Directions,healthydirections.com,0.04
2021-09-12,Rakuten,HealthyPets,healthypets.com,0.03
2021-09-12,Rakuten,HearthSong,hearthsong.com,0.04
2021-09-12,Rakuten,Heartland America,heartlandamerica.com,0.02
2021-09-12,Rakuten,Heartland Vet Supply,heartlandvetsupply.com,0.03
2021-09-12,Rakuten,Heat Holders,heatholders.com,0.015
2021-09-12,Rakuten,Heist Studios,heist-studios.com,0.02
2021-09-12,Rakuten,Hello Bello,hellobello.com,0.055
2021-09-12,Rakuten,Hello Molly,hellomolly.com,0.025
2021-09-12,Rakuten,HelloFresh,hellofresh.com,10
2021-09-12,Rakuten,HELM,helmboots.com,0.025
2021-09-12,Rakuten,Helmm,helmm.com,0.05
2021-09-12,Rakuten,Helmut Lang,helmutlang.com,0.03
2021-09-12,Rakuten,Helzberg Diamonds,helzberg.com,0.03
2021-09-12,Rakuten,Hemp Bombs,hempbombs.com,0.1
2021-09-12,Rakuten,Henry Rose,henryrose.com,0.03
2021-09-12,Rakuten,Herbal Dynamics Beauty,herbaldynamicsbeauty.com,0.09
2021-09-12,Rakuten,Herbivore,herbivorebotanicals.com,0.03
2021-09-12,Rakuten,Herman Miller,hermanmiller.com,nan
2021-09-12,Rakuten,HerRoom,herroom.com,0.04
2021-09-12,Rakuten,Hers,hers.com,5
2021-09-12,Rakuten,Herschel Supply Co.,herschel.com,0.03
2021-09-12,Rakuten,Hertz,hertz.com,0.025
2021-09-12,Rakuten,Herve Leger,herveleger.com,0.03
2021-09-12,Rakuten,Heshi,heshiwear.com,0.1
2021-09-12,Rakuten,HexClad Cookware,hexclad.com,0.03
2021-09-12,Rakuten,Hey Honey,heyhoney.com,0.075
2021-09-12,Rakuten,Hickory Farms,hickoryfarms.com,0.025
2021-09-12,Rakuten,High Sierra,highsierra.com,0.025
2021-09-12,Rakuten,Highlights,highlights.com,0.07
2021-09-12,Rakuten,Hilton,hilton.com,0.025
2021-09-12,Rakuten,Hilton – Points.com,hiltonpoints.com,0.0125
2021-09-12,Rakuten,Hims,hims.com,5
2021-09-12,Rakuten,hint,drinkhint.com,0.04
2021-09-12,Rakuten,Hips & Curves,hipsandcurves.com,0.025
2021-09-12,Rakuten,HisRoom,hisroom.com,0.04
2021-09-12,Rakuten,Hobbs,hobbs-co-uk.com,0.01
2021-09-12,Rakuten,Hobby Lobby,hobbylobby.com,0.02
2021-09-12,Rakuten,HOBO,hobobags.com,0.03
2021-09-12,Rakuten,HockeyMonkey.com,hockeymonkey.com,0.01
2021-09-12,Rakuten,Hoka One One,hokaoneone.com,0.04
2021-09-12,Rakuten,Holabird Sports,holabirdsports.com,0.025
2021-09-12,Rakuten,Holiday Autos,holidayautos.com,0.025
2021-09-12,Rakuten,Holiday Inn by IHG,holidayinn.com,0.03
2021-09-12,Rakuten,Holiday Inn Club Vacations by IHG,holidayinnclubvacations.com,0.03
2021-09-12,Rakuten,Holiday Inn Express by IHG,holidayinnexpress.com,0.03
2021-09-12,Rakuten,Holly and Beau,hollyandbeau.com,0.05
2021-09-12,Rakuten,HollywoodMemorabilia.com,hollywoodmemorabilia.com,0.015
2021-09-12,Rakuten,HOMAGE,homage.com,0.025
2021-09-12,Rakuten,Home & Villas by Marriott,homes-and-villas.marriott.com,0.015
2021-09-12,Rakuten,Home Chef,homechef.com,10
2021-09-12,Rakuten,Home Depot,homedepot.com,nan
2021-09-12,Rakuten,HomeAway,homeaway.com,nan
2021-09-12,Rakuten,Homer,learnwithhomer.com,0.175
2021-09-12,Rakuten,Homesick Candles,homesickcandles.com,0.03
2021-09-12,Rakuten,The Honest Bison,thehonestbison.com,0.03
2021-09-12,Rakuten,The Honest Company,thehonestcompany.com,0.01
2021-09-12,Rakuten,Honeywell PPE,ppe-honeywell.com,0.05
2021-09-12,Rakuten,Horchow,horchow.com,0.02
2021-09-12,Rakuten,Horizon Fitness,horizonfitness.com,0.025
2021-09-12,Rakuten,HORNE,horne.com,0.055
2021-09-12,Rakuten,HorseLoverZ.com,horseloverz.com,0.025
2021-09-12,Rakuten,HostGator,hostgator.com,30
2021-09-12,Rakuten,Hostinger,hostinger.com,0.05
2021-09-12,Rakuten,Hot Shot's Secret,hotshotsecret.com,0.04
2021-09-12,Rakuten,Hot Sox,hotsox.com,0.04
